od_id,run_id,origin_point_id,origin_dataset_source,origin_lat,origin_lon,dest_point_id,dest_dataset_source,dest_lat,dest_lon,distance_km,distance_bucket,actual_duration_s,route_distance_m,timestamp_iso,label_source,dataset_attribution
run20260221000458_000667,run20260221000458,pt_1b16646bf42f5f03,Child Care Services,1.332930,103.894108,pt_cd017f7f785a16d3,Child Care Services,1.371202,103.898291,4.280981,3_8km,717.000,5844.000,2026-02-21T00:11:44.108570+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000668,run20260221000458,pt_89d4e942bd109332,Hawker Centres,1.431448,103.828538,pt_3e64e5470f1f879a,Child Care Services,1.362210,103.834946,7.731797,3_8km,1266.000,10219.000,2026-02-21T00:11:44.672359+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000669,run20260221000458,pt_c49eefe433a27fb3,SportSG Sport Facilities,1.276323,103.842195,pt_7c73fc40b535a4dd,Child Care Services,1.299463,103.851186,2.760361,1_3km,475.000,3947.000,2026-02-21T00:11:45.411005+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000670,run20260221000458,pt_5e21ec34ff5312ff,Community Club / PAssion WaVe Outlet,1.286329,103.846479,pt_9e622fa4f3416bdf,Child Care Services,1.273942,103.835659,1.828647,1_3km,283.000,2103.000,2026-02-21T00:11:45.965442+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000671,run20260221000458,pt_9c9143acb697af06,SportSG Sport Facilities,1.318462,103.819071,pt_86af6e565582e0e1,Child Care Services,1.299333,103.807166,2.505155,1_3km,624.000,4473.000,2026-02-21T00:11:46.844217+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000672,run20260221000458,pt_93ccd1f01362500a,Child Care Services,1.353582,103.935299,pt_358775f46f3f316d,Child Care Services,1.331815,103.947574,2.778528,1_3km,681.000,4570.000,2026-02-21T00:11:47.351451+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000673,run20260221000458,pt_8ec29a1753e7dc0f,Child Care Services,1.402728,103.893101,pt_3cac81d9e108a146,Community Club / PAssion WaVe Outlet,1.281193,103.843013,14.616186,8_20km,1700.000,22576.000,2026-02-21T00:11:47.962371+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000674,run20260221000458,pt_3bb36a379630b6f5,Child Care Services,1.318110,103.806787,pt_dae7a9ea780321eb,Child Care Services,1.361967,103.764266,6.791528,3_8km,1007.000,8311.000,2026-02-21T00:11:48.466081+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000675,run20260221000458,pt_9e4965de3db2f118,Child Care Services,1.342335,103.885811,pt_0bd4117938e7bbfa,SportSG Sport Facilities,1.302106,103.886082,4.473362,3_8km,700.000,5667.000,2026-02-21T00:11:48.978643+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000676,run20260221000458,pt_13c71d30e6a820a2,Child Care Services,1.382569,103.880453,pt_40d19356c039dbea,Child Care Services,1.371260,103.897421,2.266960,1_3km,486.000,3387.000,2026-02-21T00:11:49.490754+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000677,run20260221000458,pt_e369a60952c6ee6f,Child Care Services,1.377440,103.744383,pt_d6e268d5e4a16513,Child Care Services,1.342602,103.796693,6.987149,3_8km,1392.000,11343.000,2026-02-21T00:11:49.998133+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000678,run20260221000458,pt_7c73fc40b535a4dd,Child Care Services,1.299463,103.851186,pt_bc8e5d1bb6bae96a,Community Club / PAssion WaVe Outlet,1.289683,103.830706,2.523083,1_3km,386.000,3113.000,2026-02-21T00:11:50.497701+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000679,run20260221000458,pt_108f9842e2174863,Child Care Services,1.441682,103.785985,pt_7a1ef8ec12fc74f5,Child Care Services,1.428021,103.780897,1.620909,1_3km,429.000,2439.000,2026-02-21T00:11:51.040952+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000680,run20260221000458,pt_f08c0e10b890e4fc,Child Care Services,1.392610,103.901593,pt_d0ecd60e78072380,Child Care Services,1.332779,103.912631,6.765110,3_8km,1090.000,11220.000,2026-02-21T00:11:51.600586+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000681,run20260221000458,pt_45f03e387c14f64a,Child Care Services,1.346877,103.962685,pt_cd18248d1744c70e,Child Care Services,1.354960,103.958521,1.010982,1_3km,393.000,2887.000,2026-02-21T00:11:52.201441+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000682,run20260221000458,pt_b7943bb8abdffa59,Child Care Services,1.359062,103.951083,pt_16cce7b2e9165b36,Child Care Services,1.374941,103.960590,2.057780,1_3km,574.000,3827.000,2026-02-21T00:11:52.779130+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000683,run20260221000458,pt_7e255ede88e608b0,Child Care Services,1.310672,103.885032,pt_0d2f8e8f17ea192b,Child Care Services,1.315148,103.836320,5.437930,3_8km,835.000,8412.000,2026-02-21T00:11:53.333000+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000684,run20260221000458,pt_dacfd57708f89dd8,Child Care Services,1.301650,103.796796,pt_1d892f837d219e77,Child Care Services,1.318745,103.820233,3.225122,3_8km,764.000,5735.000,2026-02-21T00:11:53.835433+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000685,run20260221000458,pt_178c29e553ca703d,Community Club / PAssion WaVe Outlet,1.384065,103.744924,pt_0a4de242dfb0001c,Child Care Services,1.375841,103.737757,1.212842,1_3km,235.000,1441.000,2026-02-21T00:11:54.437123+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000686,run20260221000458,pt_22575c04729ba04e,Child Care Services,1.422828,103.848172,pt_84ace36bf78dd6fe,Child Care Services,1.392342,103.903331,7.006229,3_8km,1316.000,11110.000,2026-02-21T00:11:54.961594+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000687,run20260221000458,pt_e23fd34cf7055afe,Child Care Services,1.369204,103.897513,pt_080e8dd86e4408af,Child Care Services,1.356985,103.935334,4.418404,3_8km,1151.000,8757.000,2026-02-21T00:11:55.491722+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000688,run20260221000458,pt_1e87a8ddb47bf100,Child Care Services,1.433426,103.798860,pt_853297547b4088f7,Child Care Services,1.437421,103.839982,4.592657,3_8km,867.000,6438.000,2026-02-21T00:11:56.111075+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000689,run20260221000458,pt_0b0393f1e32cf109,Child Care Services,1.348424,103.841569,pt_d1230301bbc49e03,SportSG Sport Facilities,1.359391,103.860487,2.430992,1_3km,721.000,5049.000,2026-02-21T00:11:56.601208+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000690,run20260221000458,pt_b97dbeefc5a0ea9f,Child Care Services,1.390424,103.904424,pt_2fb5597b5f915f10,Child Care Services,1.379793,103.940919,4.225590,3_8km,681.000,7243.000,2026-02-21T00:11:57.126941+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000691,run20260221000458,pt_408b389ba475a0d8,Child Care Services,1.371703,103.879939,pt_e3872dcec51c7913,Child Care Services,1.431582,103.841281,7.924573,3_8km,1697.000,13269.000,2026-02-21T00:11:57.668516+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000692,run20260221000458,pt_0bce41b28c997cd4,Child Care Services,1.307600,103.893018,pt_ce87975ec33c3148,Child Care Services,1.312626,103.913234,2.315776,1_3km,430.000,2803.000,2026-02-21T00:11:58.238425+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000693,run20260221000458,pt_27bef2a7510ac249,Community Club / PAssion WaVe Outlet,1.373600,103.873891,pt_a2c87287c82f0271,Child Care Services,1.348495,103.875567,2.797759,1_3km,519.000,3741.000,2026-02-21T00:11:58.790780+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000694,run20260221000458,pt_a38fb22fa65593af,Child Care Services,1.389065,103.877152,pt_4560309f01a74fc1,Child Care Services,1.336676,103.783709,11.909419,8_20km,1736.000,21457.000,2026-02-21T00:11:59.405093+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000695,run20260221000458,pt_47fc50f2ca0ac829,Child Care Services,1.414324,103.838118,pt_9ad0f2183c5a8971,Child Care Services,1.423032,103.845160,1.245128,1_3km,433.000,2264.000,2026-02-21T00:12:00.101618+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000696,run20260221000458,pt_1a16cf38c957f329,Child Care Services,1.342273,103.740101,pt_a0062fbcffc523d8,Community Club / PAssion WaVe Outlet,1.349242,103.759022,2.241547,1_3km,483.000,3347.000,2026-02-21T00:12:00.805638+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000697,run20260221000458,pt_822cf0ec81f38071,Child Care Services,1.365628,103.871831,pt_b7cf8f049b4c2c11,Community Club / PAssion WaVe Outlet,1.375149,103.882894,1.622720,1_3km,366.000,2463.000,2026-02-21T00:12:01.268257+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000698,run20260221000458,pt_36f6e6ee5d455f99,Hawker Centres,1.316131,103.850233,pt_35a373a2f8f34b9a,Child Care Services,1.296461,103.855543,2.265459,1_3km,539.000,3637.000,2026-02-21T00:12:01.692325+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000699,run20260221000458,pt_ca0212e159d2d564,Child Care Services,1.317633,103.839896,pt_27bef2a7510ac249,Community Club / PAssion WaVe Outlet,1.373600,103.873891,7.280787,3_8km,1053.000,10297.000,2026-02-21T00:12:02.116338+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000700,run20260221000458,pt_4b9502aabbd9ff5e,Child Care Services,1.307386,103.925260,pt_c83a0d0d92853073,Child Care Services,1.411036,103.844040,14.640744,8_20km,2140.000,24199.000,2026-02-21T00:12:02.622394+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000701,run20260221000458,pt_671c6575820d5099,Child Care Services,1.369493,103.957348,pt_cc452bd482856971,Community Club / PAssion WaVe Outlet,1.345850,103.947550,2.845674,1_3km,569.000,4378.000,2026-02-21T00:12:03.068207+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000702,run20260221000458,pt_7e820df7d419ea1c,Child Care Services,1.312897,103.924111,pt_341a768a9801c050,Child Care Services,1.303209,103.914301,1.532891,1_3km,360.000,2221.000,2026-02-21T00:12:03.516160+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000703,run20260221000458,pt_5ed98e2c1ae7dd5e,Community Club / PAssion WaVe Outlet,1.334890,103.859379,pt_3f529657969db370,Child Care Services,1.350115,103.838728,2.852384,1_3km,662.000,4547.000,2026-02-21T00:12:03.967268+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000704,run20260221000458,pt_e8ef72039a56e662,Child Care Services,1.352199,103.704380,pt_658127d5b69b6f31,Child Care Services,1.347446,103.692828,1.388671,1_3km,290.000,1854.000,2026-02-21T00:12:04.420428+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000705,run20260221000458,pt_1c68a7df183419fc,Child Care Services,1.350173,103.739086,pt_dee6668d175570c2,Child Care Services,1.343946,103.753259,1.720967,1_3km,394.000,2344.000,2026-02-21T00:12:04.970847+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000706,run20260221000458,pt_81ff4c5494ceeddc,Child Care Services,1.402128,103.913578,pt_0b82c961511fcda7,Child Care Services,1.325782,103.766715,18.401073,8_20km,2296.000,28153.000,2026-02-21T00:12:05.513653+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000707,run20260221000458,pt_5fdbeae4453e0331,Child Care Services,1.291537,103.771129,pt_c628d1ff71a9872b,Hawker Centres,1.320831,103.742748,4.534792,3_8km,568.000,5845.000,2026-02-21T00:12:06.014864+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000708,run20260221000458,pt_89ef6599f19702f8,Child Care Services,1.352883,103.867823,pt_f8e5e5519416ca0c,Community Club / PAssion WaVe Outlet,1.373731,103.745930,13.746919,8_20km,1885.000,21268.000,2026-02-21T00:12:06.475713+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000709,run20260221000458,pt_1412a2b851b4dc92,Community Club / PAssion WaVe Outlet,1.335383,103.844831,pt_a6040f5624288532,Child Care Services,1.327948,103.870282,2.947573,1_3km,500.000,4383.000,2026-02-21T00:12:06.948492+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000710,run20260221000458,pt_db29d449111fa9a6,Child Care Services,1.376674,103.901954,pt_4b8307678387ed51,Child Care Services,1.338495,103.921763,4.782432,3_8km,1102.000,9379.000,2026-02-21T00:12:07.383928+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000711,run20260221000458,pt_d20497047f3cb556,Child Care Services,1.343137,103.851394,pt_b1a57448ab46c7bf,Child Care Services,1.324154,103.869693,2.931471,1_3km,615.000,4637.000,2026-02-21T00:12:07.834176+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000712,run20260221000458,pt_4c83753577054457,Child Care Services,1.360189,103.880971,pt_3c268db14c7bd65f,Child Care Services,1.389227,103.886845,3.294241,3_8km,730.000,5528.000,2026-02-21T00:12:08.372459+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000713,run20260221000458,pt_603aa4ae83321824,Child Care Services,1.420395,103.907759,pt_4d2eb49abfd653a0,Child Care Services,1.366599,103.846874,9.032697,8_20km,1348.000,11395.000,2026-02-21T00:12:08.866689+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000714,run20260221000458,pt_658127d5b69b6f31,Child Care Services,1.347446,103.692828,pt_40b2fb2971a78ece,Child Care Services,1.339088,103.689229,1.011824,1_3km,401.000,1899.000,2026-02-21T00:12:09.297409+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000715,run20260221000458,pt_56152b1db82a2ce1,Child Care Services,1.381537,103.846748,pt_b3c83b5616ac2b45,Child Care Services,1.439427,103.824598,6.891913,3_8km,1043.000,8120.000,2026-02-21T00:12:09.775188+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000716,run20260221000458,pt_42ead20cc3bd47a0,Child Care Services,1.298474,103.889075,pt_fc9f480ab10bd52e,Community Club / PAssion WaVe Outlet,1.304457,103.909603,2.377018,1_3km,402.000,3107.000,2026-02-21T00:12:10.237291+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000717,run20260221000458,pt_cd18248d1744c70e,Child Care Services,1.354960,103.958521,pt_b4400111999c6f3b,Child Care Services,1.305910,103.895204,8.904474,8_20km,1124.000,12088.000,2026-02-21T00:12:10.768498+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000718,run20260221000458,pt_3511bc910bee4fc9,Child Care Services,1.357946,103.845494,pt_43550db1b33d1857,Child Care Services,1.325337,103.853993,3.747022,3_8km,950.000,6916.000,2026-02-21T00:12:11.218425+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000719,run20260221000458,pt_794813b9a5a4bd28,Child Care Services,1.351923,103.869661,pt_542ecf91c49c5c98,Child Care Services,1.373639,103.896188,3.811357,3_8km,717.000,5107.000,2026-02-21T00:12:11.669948+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000720,run20260221000458,pt_753df90fab1d44b2,Child Care Services,1.337360,103.851198,pt_8bcda5b43846b298,Child Care Services,1.393160,103.885660,7.292044,3_8km,1111.000,11245.000,2026-02-21T00:12:12.156466+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000721,run20260221000458,pt_23dfa83c8572d36e,Child Care Services,1.344094,103.746409,pt_626cba73715e7c3b,Hawker Centres,1.316241,103.805637,7.276139,3_8km,1255.000,9759.000,2026-02-21T00:12:12.644874+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000722,run20260221000458,pt_e244922ba96f6daa,Child Care Services,1.358359,103.872182,pt_73667ef2ec724de5,Community Club / PAssion WaVe Outlet,1.338731,103.871670,2.183276,1_3km,501.000,3158.000,2026-02-21T00:12:20.321108+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000723,run20260221000458,pt_898fc1210a711039,Child Care Services,1.338403,103.772686,pt_eeda14f57f0d6f4b,Child Care Services,1.317803,103.862373,10.229810,8_20km,1236.000,12829.000,2026-02-21T00:12:20.872627+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000724,run20260221000458,pt_c3d2263c52c54e0f,Child Care Services,1.431021,103.838488,pt_9677c53e598e6049,Child Care Services,1.376472,103.893822,8.638642,8_20km,1613.000,16057.000,2026-02-21T00:12:21.495280+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000725,run20260221000458,pt_cdc38bf4ed7d3fb1,Child Care Services,1.295085,103.807317,pt_476020f461de9f3b,Child Care Services,1.391577,103.880697,13.478169,8_20km,1715.000,18791.000,2026-02-21T00:12:22.028426+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000726,run20260221000458,pt_f1a7638401f6537c,Child Care Services,1.302055,103.851931,pt_ed65537bdae065dd,Child Care Services,1.291075,103.828690,2.857575,1_3km,495.000,3870.000,2026-02-21T00:12:22.539575+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000727,run20260221000458,pt_c8198433bb3cf691,Hawker Centres,1.315028,103.871620,pt_ba18acddf50b00a5,Child Care Services,1.307465,103.881271,1.363179,1_3km,319.000,2086.000,2026-02-21T00:12:23.069391+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000728,run20260221000458,pt_7729e913df27f4d6,Child Care Services,1.299684,103.893812,pt_5f82ddbb60b43bf1,Hawker Centres,1.307344,103.884018,1.382347,1_3km,250.000,2047.000,2026-02-21T00:12:23.559387+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000729,run20260221000458,pt_e65264b9a4ca2723,Child Care Services,1.436253,103.843001,pt_7c9167f7c8849339,Child Care Services,1.446311,103.829417,1.879068,1_3km,420.000,2887.000,2026-02-21T00:12:24.039262+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000730,run20260221000458,pt_a5ed81ec5e05caae,Child Care Services,1.368725,103.880678,pt_a2c87287c82f0271,Child Care Services,1.348495,103.875567,2.320115,1_3km,457.000,3227.000,2026-02-21T00:12:24.573752+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000731,run20260221000458,pt_4c855b9e65702091,Child Care Services,1.363916,103.876130,pt_46f0447eaaf8f0e7,Child Care Services,1.385049,103.765543,12.515754,8_20km,1875.000,21457.000,2026-02-21T00:12:25.149536+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000732,run20260221000458,pt_e947009c159b688b,Child Care Services,1.383601,103.826022,pt_6a0d031fc505211f,Child Care Services,1.349431,103.870921,6.272776,3_8km,974.000,7630.000,2026-02-21T00:12:25.643335+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000733,run20260221000458,pt_688fb96e48c0e892,Child Care Services,1.312546,103.907431,pt_25067fbc4b933192,Child Care Services,1.320959,103.884129,2.754124,1_3km,517.000,3835.000,2026-02-21T00:12:26.144585+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000734,run20260221000458,pt_1689d102f145b676,Child Care Services,1.323025,103.849662,pt_3c372f05dabbcdd4,Child Care Services,1.284340,103.850982,4.304078,3_8km,734.000,7083.000,2026-02-21T00:12:26.644333+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000735,run20260221000458,pt_b4400111999c6f3b,Child Care Services,1.305910,103.895204,pt_477a3a3ddd297158,Child Care Services,1.301211,103.872905,2.533363,1_3km,487.000,3276.000,2026-02-21T00:12:27.103712+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000736,run20260221000458,pt_5320dbceb9bdb64b,Child Care Services,1.326980,103.928131,pt_57cea865be8dc169,Child Care Services,1.339458,103.949301,2.731928,1_3km,650.000,4652.000,2026-02-21T00:12:27.603446+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000737,run20260221000458,pt_981090eeccba1dd5,Child Care Services,1.376071,103.880924,pt_9b6ccb13740a8f2f,Child Care Services,1.393682,103.900770,2.949876,1_3km,624.000,4227.000,2026-02-21T00:12:28.139919+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000738,run20260221000458,pt_4af5e738b0eb3385,Child Care Services,1.321800,103.904424,pt_add2a0fad7eccc76,Child Care Services,1.275596,103.842393,8.599242,8_20km,1137.000,12989.000,2026-02-21T00:12:28.608834+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000739,run20260221000458,pt_3b5aa112e5d0f492,Child Care Services,1.351050,103.946049,pt_3d9735c9c8dbb1c9,Child Care Services,1.351264,103.929364,1.854924,1_3km,419.000,3200.000,2026-02-21T00:12:29.105109+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000740,run20260221000458,pt_bc772aaf118db732,Child Care Services,1.286851,103.804019,pt_d38f0b8a115b7303,Child Care Services,1.375218,103.899995,14.504502,8_20km,1880.000,20637.000,2026-02-21T00:12:29.706759+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000741,run20260221000458,pt_3e879ad79449f2bb,Community Club / PAssion WaVe Outlet,1.324154,103.869693,pt_d81f4be36543cd51,Community Club / PAssion WaVe Outlet,1.323537,103.884481,1.645343,1_3km,702.000,6042.000,2026-02-21T00:12:30.174679+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000742,run20260221000458,pt_7136349bbe88e341,Child Care Services,1.372032,103.857625,pt_b4d90df278ffe7e6,Child Care Services,1.403939,103.818850,5.582689,3_8km,845.000,9125.000,2026-02-21T00:12:30.769735+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000743,run20260221000458,pt_984cd87da5821bc4,Child Care Services,1.303728,103.789790,pt_2741c25ea7925e1b,Hawker Centres,1.280005,103.826013,4.813879,3_8km,840.000,7737.000,2026-02-21T00:12:31.288950+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000744,run20260221000458,pt_0a59fee710a10527,Child Care Services,1.317987,103.841298,pt_6b18198b7a74bfe8,Child Care Services,1.299428,103.831630,2.326760,1_3km,340.000,2871.000,2026-02-21T00:12:31.784653+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000745,run20260221000458,pt_9dca24169f3febd6,Child Care Services,1.348843,103.840907,pt_43c2145f326266be,Child Care Services,1.346076,103.868832,3.119470,3_8km,542.000,4112.000,2026-02-21T00:12:32.275239+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000746,run20260221000458,pt_227d774509909365,Hawker Centres,1.317035,103.879310,pt_f3b8e147ad97cb38,Child Care Services,1.344675,103.945170,7.940259,3_8km,890.000,9756.000,2026-02-21T00:12:32.771572+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000747,run20260221000458,pt_40b2fb2971a78ece,Child Care Services,1.339088,103.689229,pt_c9458b28fcaf3f7a,Child Care Services,1.331021,103.748331,6.631010,3_8km,985.000,10604.000,2026-02-21T00:12:33.239841+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000748,run20260221000458,pt_0b82c961511fcda7,Child Care Services,1.325782,103.766715,pt_78e06a943d418f48,Child Care Services,1.331363,103.741684,2.850934,1_3km,796.000,6240.000,2026-02-21T00:12:33.716535+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000749,run20260221000458,pt_2805dd2b7c3d7333,Child Care Services,1.348914,103.848662,pt_7b304a0e30cea076,SportSG Sport Facilities,1.335383,103.844831,1.563689,1_3km,535.000,3384.000,2026-02-21T00:12:34.196209+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000750,run20260221000458,pt_bece622efb5141f5,Hawker Centres,1.340261,103.854396,pt_be49f4825803f0b2,Hawker Centres,1.352026,103.836965,2.337970,1_3km,460.000,3452.000,2026-02-21T00:12:34.634363+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000751,run20260221000458,pt_b3c83b5616ac2b45,Child Care Services,1.439427,103.824598,pt_64467e69b1f2e976,Child Care Services,1.314089,103.939482,18.903243,8_20km,2392.000,27168.000,2026-02-21T00:12:35.205653+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
run20260221000458_000752,run20260221000458,pt_b646a2f8f59350ef,Child Care Services,1.386040,103.896967,pt_eb974c4b62d219f4,Child Care Services,1.404891,103.910210,2.561428,1_3km,497.000,3482.000,2026-02-21T00:12:35.668430+08:00,onemap_route,"Contains information from data.gov.sg, licensed under the Singapore Open Data Licence."
