point_id,dataset_id,dataset_source,postal_code,street_address
pt_47d691955f27c767,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_47fc50f2ca0ac829,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_486619985ab7a6c1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_48fb7f0e56e71639,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_490093b6aeb1e8fd,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4914b7a92d9982cb,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_493e4b9d315611d1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_494eb61521115088,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_498d1d1753555b45,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_49c02faeb4c9f347,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4a2773d4a62790c1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4a31298096f3f40d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4a8c51f50c16bb3c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4aa6a53573d48d0d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4ab0b218a6dba7c4,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4acfd2bfaf47afaf,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4adc3f2bc0dc8029,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4ae6f530784b9fc1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4af5de1e18128d0d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4af5e738b0eb3385,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b2b8b302b7629dd,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b52a1aa9c664845,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b58bc77bf6f5649,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b70a67695e70520,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b8307678387ed51,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b8ef567bcf29bca,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4b9502aabbd9ff5e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4badcebe5e73c223,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4c83753577054457,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4c855b9e65702091,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4ce5861664368dc5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4d2eb49abfd653a0,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4d48ce1e01b11bb8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4d4980e5dae24709,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4daf1170a029dec1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4dc5019291a079d3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4dd5e8a56bb30ae2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4e18b6c2b557f60d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4e40c3d8411c055f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4e6f69ac730568b1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4e72e33e5058bdce,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4e94dee50c75c6ff,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4eb01311ae560665,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4eeaa0f07922fc86,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4f0caf30846a094a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4f28f12970aba950,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4f50330c343dc0ff,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_4f7c101bedf29d26,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_50317a0958710cfd,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_509853366fc6dd22,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_50ab3f26e598cd31,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_50ad3e12215132a7,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_50cfbc17280a18c1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_50fac8e609bb99c1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_510fa9f61e2fdef3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_512bae3f6b84a739,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_512e5dd2760a828d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_51338d7c71293706,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5138a085c0cb839a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5163839c5d4e2c5a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_51773e101b0659a3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_51923aa5067f40b2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_519458a16deedaec,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_51e45df0647e3ca4,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_51ef1a20da41458d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5217e233d4a7d540,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_521d78a65814b876,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_526641ddb9ad9f50,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_52778eba2c728a0c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_527dbeb40a5659d0,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_529c9e2ba810d489,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_52b5baedc3ac8c2f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_52d9b0dfd71c72c5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_52e990e49c2fd4d7,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_53077d8c2a25243d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5320dbceb9bdb64b,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_535dd92e86d255f8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_538b5c55df2308aa,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_53d2b64aceefb0df,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_541b7292f8d4b208,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_542ecf91c49c5c98,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5441b4d1ac0b4fcc,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_544c76f2fe49d087,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_544e1a300ef32976,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5459fb2cdb1015fa,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_54bca0afb0320a2c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_54c28be0c77f5e7d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_54c944a2e3ed0872,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_551a67e259260dc9,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_552589128bc86715,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_553b72c08e3e23a2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_559d1065c7a57b84,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_55d8507caae47cd3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_55e08e0729ad4a6f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_55ec2f9206fae514,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_56152b1db82a2ce1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5617b3167fd90587,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5655380a034e66e5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_56562f5dd7c82532,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_56ea09e1b82bcbe5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_56fa9c2e59c508b5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5742ba1169ef249b,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_575667eb3aec82e2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_578543c54dc5cb8d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_57940dbecc5235c8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_57cea865be8dc169,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_57f63c60948f527e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_580e167e0a112931,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_581e49de0f7fe80f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5820348dcdfecba2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_584ce5bb10513e34,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_585611f2135376aa,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_58fd3a508efa3ddc,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_59032bd704240762,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_59036d235265c1df,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5908e9609561e6fa,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5916df3d91db040b,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_593fb1a3bb4927d4,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_595a02e0c6cc75a2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_59a9f213723c537d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_59bbf60e5ed7104e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_59cf8bf34ca5c619,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_59fcc96601fd2a0a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5a1406b0383e6384,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5a1ec92a0bff8978,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5a7e3db435f1cd8d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5aedd1586eee5765,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5afaeb3f96a54455,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5b1a07a5fc9356a9,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5b2c10aa08de4820,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5b62e43f6f8cb30f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5b72ad9066562d1c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5b8239b8873db210,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5b90006177433558,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5bc4e382fdb77421,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5bce56ab36c67a60,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5c0430052f12735e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5cba260c40c493a3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5d39adf69f8a5a3d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5d460a7dcf0fb8c2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5d852c90c7185646,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5db97ecf0de73d13,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5e55776122474df9,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5e5d530cd04b3864,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5e79ada6dbac79a3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5e8f7ab5a11a5366,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5ed3d83e5765c384,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5eebfa00d1a1dee8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5ef436d27655e4cc,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5f0543adc79353be,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5f18c68052e7c55c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5f5ff137b358e94e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5f75669e6a7fc0a4,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5f7edb0c95913e62,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5fb73815f902ba2d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5fc293489a0a7179,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5fd342f63615080e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_5fdbeae4453e0331,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6018276f5a5d6ffe,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_603aa4ae83321824,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_604f31bac34c6a31,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_60babbbd8de63dfe,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6104113a4b45d27d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6132da45cc27ca73,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_613d8e9006beac87,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_615ebf88ac96f2c5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_61ccc8c9b00c8001,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_61d35ba3d2ca10d4,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_61e0831ff75976be,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6214719a76361ea7,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_62796de735f18d80,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_62aa36d5a7ac6f73,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_62ae4db445be1134,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_62dca126e8fc645e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_63068ba0348f066c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_632d6de7bd500838,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_63d7fbbdeead7590,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_63e97a4634e0bee2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_64467e69b1f2e976,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_64ef8eaef3bf37c9,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_64f48d7eafb26a9a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_64fbe86872c39a87,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_652697ef57f6d1d5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_658127d5b69b6f31,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_65e10c32babb77a5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_661a7186d3281b3a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_664d4a557c9472be,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_667bcd8e0f7f6fcf,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_668c105835b01b5a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_66b520d4f0c68b8d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_66cd81707ebdc003,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_66e8d370dbcbac67,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_66f60856ab3c5b97,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6700722a786ab769,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_67010cc1b5474c0d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_671c6575820d5099,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6725150870a51d7a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_67f11afa84afb17b,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_688fb96e48c0e892,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_689776b8c8df2052,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_68e22f2079cee595,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_69295cbc425ad382,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_69363d77a904a900,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_693cd44dbc07cc21,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_69677994909aa69e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_69a42008d603f905,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_69dcb37d8a2d7fa7,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6a0d031fc505211f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6a594b701b65724d,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6aad271880fe8d33,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6acff216d4b1c8e2,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6ae3721c89dccc76,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6b18198b7a74bfe8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6b1be9c6eaf90a60,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6b47837dac8bf0ad,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6b5bd03edd56b2d3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6bc9616c6d0964d5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6c0d746300636f09,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6c53fe9219afd6e3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6c67c249922d9c06,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6c9e5553ec47bc94,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6cdbaccb49b4379a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6cfc97e2e7d810c3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d124b9d896d1704,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d16f5263d62a1b3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d2fda7b2111aca1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d34489293867c24,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d6070843a9056f5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d95d79ec0a0b182,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6d9afe3f6523b177,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6db28d4c234bbb44,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6dc3536937177664,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6df42c2c0a9c9334,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6df939154b6543ef,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6e0d5d48b6be5d5b,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6e47d7fc13fe5eec,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6e4d80aa9deaac38,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6ec332aba6e782e8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6eed50630ecb4af5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6f25e318179c517e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6f4f76d0bb0435ef,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6f672f69f0190484,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6f71e238390dbfb3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6f976cf7ff6a816a,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6fa6cd5bb4ef919f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6fb738081d627061,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6fe0cbf63b02f821,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_6ff4b8083bc6b960,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_702f3afbf6000f2b,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_7036c80946f6f3ec,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_703e7cbbb81e4ef8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_7076583e2fdb3f74,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_70c7f328a2eb590e,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_70e8344d5f4fa80f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_710943229d1e9c2c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71194ac1141e0912,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_7136349bbe88e341,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_7146eed835159884,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_7189c86893ad6b83,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71990dac0e7ab761,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_719eeda573ff6eee,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71bb345505fc9651,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71c70d3267df47b5,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71c81b0ec0846ae1,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71c820cc48812505,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_71ed7f319c6c8a17,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_7235ab98953006d8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_72a45ab023dfd390,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_72c2090194777784,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_72e96356980fa314,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_72f2f9e091c02d2f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_730cf6751c624ea3,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_731ecfe8e17af37f,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_732117497291f96c,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_733d1fae22dc47b8,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
pt_73408426d2605fd6,d_5d668e3f544335f8028f546827b773b4,Child Care Services,,Child Care Services
