point_id,lat,lon,dataset_source
pt_17c8f2479d01352d,1.338281,103.737015,Child Care Services
pt_17d5705ce8312f4b,1.343058,103.700135,Child Care Services
pt_17ff88516468db94,1.310254,103.799257,Child Care Services
pt_180b6d6fdddd879c,1.321312,103.858251,Child Care Services
pt_1852b9e213796e8f,1.285046,103.849079,Child Care Services
pt_1859bc439ced6f44,1.358946,103.750366,Child Care Services
pt_188ba60dd9a862fc,1.320615,103.905458,Child Care Services
pt_18be942e7243695d,1.358887,103.950534,Child Care Services
pt_18e3159810ea646f,1.365964,103.884987,Child Care Services
pt_1931b93212b6a825,1.392179,103.876628,Child Care Services
pt_195575834bf4b59a,1.382345,103.942370,Child Care Services
pt_195623e639d5eb59,1.354655,103.863861,Child Care Services
pt_19d61e8ee1a27ef2,1.344167,103.956338,Child Care Services
pt_19ff268b72b5fe50,1.355018,103.962434,Child Care Services
pt_1a16cf38c957f329,1.342273,103.740101,Child Care Services
pt_1a2f625f1d907e9f,1.447529,103.816661,Child Care Services
pt_1a57af0c3fb2f638,1.344807,103.956997,Child Care Services
pt_1a5b790a93a848e6,1.368748,103.896535,Child Care Services
pt_1a66461b89dbf816,1.303276,103.899478,Child Care Services
pt_1a882ab11f78218e,1.334816,103.788061,Child Care Services
pt_1a8bf120ff17ae46,1.379394,103.752949,Child Care Services
pt_1ab3995770b93387,1.425366,103.824092,Child Care Services
pt_1ab7e1dfad6b6c11,1.379593,103.773855,Child Care Services
pt_1ad69578d1fba83e,1.302872,103.765810,Child Care Services
pt_1afd6203cf6afe5d,1.344026,103.697478,Child Care Services
pt_1b16646bf42f5f03,1.332930,103.894108,Child Care Services
pt_1b5716342d93af4c,1.379392,103.878284,Child Care Services
pt_1b88970994baabc5,1.349138,103.852879,Child Care Services
pt_1ba3a2bfba681191,1.379539,103.879954,Child Care Services
pt_1bc09f3e2a6f6f9f,1.395853,103.877685,Child Care Services
pt_1bc0c1ea9aae911d,1.329820,103.888575,Child Care Services
pt_1bc997b76f9ae297,1.276920,103.841486,Child Care Services
pt_1be77f743e582a0d,1.321293,103.747649,Child Care Services
pt_1c35acada838c1bc,1.388563,103.909300,Child Care Services
pt_1c68a7df183419fc,1.350173,103.739086,Child Care Services
pt_1c6f43b4c9a97266,1.320954,103.852301,Child Care Services
pt_1c721771ab0d6835,1.381248,103.945639,Child Care Services
pt_1c7434431c4e4a3c,1.367715,103.961300,Child Care Services
pt_1c9dc171684b929e,1.440397,103.795020,Child Care Services
pt_1c9e130beeb41538,1.343009,103.697480,Child Care Services
pt_1ca9bcea3c6714b8,1.311291,103.897703,Child Care Services
pt_1cc689a7090493cc,1.396022,103.891834,Child Care Services
pt_1ce04992174e1d6f,1.360947,103.747051,Child Care Services
pt_1ce5bdfbd14a5b4b,1.426157,103.827449,Child Care Services
pt_1cedb835d880b214,1.362102,103.963423,Child Care Services
pt_1d3891ae854d2e45,1.283431,103.818223,Child Care Services
pt_1d3d6c8eebb36800,1.354303,103.950965,Child Care Services
pt_1d4da5c635370ceb,1.380605,103.760042,Child Care Services
pt_1d4fbe275419423e,1.337019,103.703388,Child Care Services
pt_1d5dfc90094c3765,1.435024,103.804761,Child Care Services
pt_1d61d8abce2cf99d,1.374473,103.903070,Child Care Services
pt_1d892f837d219e77,1.318745,103.820233,Child Care Services
pt_1e3f64f3429c07de,1.322704,103.925268,Child Care Services
pt_1e617f3b43612153,1.344835,103.861947,Child Care Services
pt_1e61b8761f9090b6,1.338968,103.697950,Child Care Services
pt_1e823d2b2786f4b2,1.346086,103.855078,Child Care Services
pt_1e87a8ddb47bf100,1.433426,103.798860,Child Care Services
pt_1ec8e55231e4c7f2,1.399058,103.915465,Child Care Services
pt_1ec9f3a6a4763033,1.377570,103.883566,Child Care Services
pt_1f0f19e19796f580,1.331736,103.896946,Child Care Services
pt_1f31f1bcf344d6cd,1.282143,103.849459,Child Care Services
pt_1f40cdce910a6d47,1.339783,103.700668,Child Care Services
pt_1fcb79cddb694502,1.343982,103.751254,Child Care Services
pt_1fe9c8615df42faf,1.392193,103.901014,Child Care Services
pt_1ff8521350c95ae1,1.352062,103.860698,Child Care Services
pt_201826e0a5ceb7c5,1.300614,103.842228,Child Care Services
pt_2022da01db7cec7f,1.351461,103.956075,Child Care Services
pt_2037c23236c5ca49,1.294879,103.857675,Child Care Services
pt_203c59545bf5a248,1.318856,103.894067,Child Care Services
pt_209c9d94b88c633f,1.347091,103.854878,Child Care Services
pt_20c22b6722b14f2a,1.291455,103.857007,Child Care Services
pt_2104d3d57c48aa21,1.366451,103.872111,Child Care Services
pt_211376fd5e0c9a1c,1.326002,103.856732,Child Care Services
pt_215266cd096aad4e,1.450538,103.822941,Child Care Services
pt_21540cfa54084f1d,1.315302,103.845606,Child Care Services
pt_218c866427d8d8fd,1.334636,103.793705,Child Care Services
pt_2197998c09e51387,1.301809,103.847105,Child Care Services
pt_21d0e3de2ffe0c62,1.374240,103.839489,Child Care Services
pt_21ec20aab3c91c78,1.435832,103.780639,Child Care Services
pt_2216b6bc95227a27,1.336161,103.697940,Child Care Services
pt_223f1d7a25d86691,1.351386,103.943765,Child Care Services
pt_22575c04729ba04e,1.422828,103.848172,Child Care Services
pt_2278d426fdbf9a1c,1.349104,103.952628,Child Care Services
pt_229cc09ec7dfad93,1.275237,103.842605,Child Care Services
pt_22a6338f782af994,1.402511,103.745291,Child Care Services
pt_22e5b629467229db,1.296110,103.838506,Child Care Services
pt_2325056d353f4664,1.363938,103.751896,Child Care Services
pt_235c3839686317d5,1.437455,103.778927,Child Care Services
pt_235cfa238d993355,1.374904,103.895996,Child Care Services
pt_2396157bb95030d2,1.372690,103.838224,Child Care Services
pt_23acd558b26deb6e,1.346007,103.732080,Child Care Services
pt_23b192490f56335c,1.383534,103.828358,Child Care Services
pt_23b555188ee666e0,1.286814,103.828928,Child Care Services
pt_23d43e51841b01d3,1.308716,103.862570,Child Care Services
pt_23dfa83c8572d36e,1.344094,103.746409,Child Care Services
pt_240534c211709ff9,1.373283,103.772967,Child Care Services
pt_241dd891b6d32b28,1.351066,103.718528,Child Care Services
pt_245e136348552e9c,1.306185,103.796881,Child Care Services
pt_249499f827c95dfe,1.351493,103.754998,Child Care Services
pt_24a10bb27078f9e3,1.314100,103.840839,Child Care Services
pt_24d0508029971abf,1.331063,103.855267,Child Care Services
pt_24e38c76423bfe7a,1.337825,103.740093,Child Care Services
pt_24f1d05ac176fa22,1.326975,103.951230,Child Care Services
pt_25067fbc4b933192,1.320959,103.884129,Child Care Services
pt_253c6bd62f6754f7,1.365820,103.857062,Child Care Services
pt_254a7bbfae92edb1,1.400915,103.909593,Child Care Services
pt_25582a28a1af7f03,1.382764,103.899272,Child Care Services
pt_26498a435d2952de,1.301290,103.906459,Child Care Services
pt_264ebfbc5b1bfd20,1.324419,103.865899,Child Care Services
pt_2655a1a707e1e2f2,1.451400,103.830860,Child Care Services
pt_2672a9e9d4563d81,1.344062,103.766278,Child Care Services
pt_268402724b2f72e2,1.380138,103.737338,Child Care Services
pt_26882d5c4cecef55,1.336485,103.722121,Child Care Services
pt_26d834edf7c29f73,1.361800,103.746032,Child Care Services
pt_26e99ee51fd915f3,1.369958,103.955788,Child Care Services
pt_26ea5ceceff5ec05,1.334415,103.868694,Child Care Services
pt_270399e60022e53c,1.349936,103.875056,Child Care Services
pt_2770c8eaf99e1e40,1.319564,103.952129,Child Care Services
pt_2773f3c3e439876d,1.348303,103.932452,Child Care Services
pt_27d54caf59306e30,1.365119,103.841742,Child Care Services
pt_27dd82b18577c841,1.370674,103.870264,Child Care Services
pt_27fa33004c24657c,1.316760,103.927665,Child Care Services
pt_2805dd2b7c3d7333,1.348914,103.848662,Child Care Services
pt_280beb61752f42e8,1.346392,103.780764,Child Care Services
pt_28175a7a4c731f4c,1.334334,103.917713,Child Care Services
pt_282cca66af229f37,1.378350,103.762741,Child Care Services
pt_289018469ee63b20,1.338289,103.775479,Child Care Services
pt_2891d6ec1267d433,1.329887,103.854214,Child Care Services
pt_28b2a822b8a11374,1.323894,103.864249,Child Care Services
pt_28db0277ec762dfc,1.313358,103.929964,Child Care Services
pt_291fb0c831fbf699,1.293727,103.805685,Child Care Services
pt_2948c5a550eebed0,1.349327,103.700722,Child Care Services
pt_295956a0ae34a28f,1.441505,103.772132,Child Care Services
pt_296e8b098091071b,1.347295,103.734573,Child Care Services
pt_297ea60059470559,1.389108,103.863908,Child Care Services
pt_29c79141e80cdb7c,1.345551,103.958973,Child Care Services
pt_29ea72dd4026585d,1.446151,103.815652,Child Care Services
pt_2a195ae403486c76,1.277439,103.848688,Child Care Services
pt_2a312edf309a2c81,1.354615,103.842679,Child Care Services
pt_2a6560d641f245d2,1.319643,103.912912,Child Care Services
pt_2a9d93075ec4adb4,1.403778,103.905762,Child Care Services
pt_2ab44f38bcb307d7,1.347353,103.723952,Child Care Services
pt_2ab63f4c1e32e8c3,1.291146,103.849834,Child Care Services
pt_2af3532a6f73c47e,1.346174,103.699979,Child Care Services
pt_2b2ef5e6daf04870,1.386336,103.766165,Child Care Services
pt_2b3ddbffd6bdedff,1.399771,103.909514,Child Care Services
pt_2b7aa1ab89ae917f,1.268826,103.811916,Child Care Services
pt_2b7f36e4eb3c4d5c,1.311305,103.856422,Child Care Services
pt_2bb6520c3cfb9e5e,1.331488,103.932465,Child Care Services
pt_2bc3278b2646a7aa,1.307669,103.828164,Child Care Services
pt_2bcaf294733dbaa7,1.381478,103.748174,Child Care Services
pt_2bcd4205d6dcbe24,1.356605,103.883651,Child Care Services
pt_2be18954bbcf2a6f,1.293802,103.831758,Child Care Services
pt_2c68c6aa87c9479e,1.298149,103.839381,Child Care Services
pt_2c75f43a3447693d,1.354170,103.866886,Child Care Services
pt_2cb392f03975889e,1.375134,103.890532,Child Care Services
pt_2cf0aa415c1464f0,1.394026,103.744121,Child Care Services
pt_2cf392f2dd20e216,1.448120,103.801946,Child Care Services
pt_2d14ec20583cebfe,1.385115,103.883624,Child Care Services
pt_2d4967b12ba07e83,1.367421,103.845904,Child Care Services
pt_2d4cec55a5eb9a11,1.377892,103.856412,Child Care Services
pt_2d941147e4a45ca1,1.387435,103.759119,Child Care Services
pt_2dba81eb70ea41f0,1.285338,103.796873,Child Care Services
pt_2dccc076b3837ba5,1.406093,103.905395,Child Care Services
pt_2e493f7c070d4058,1.383721,103.763128,Child Care Services
pt_2e68697793271db8,1.373922,103.855621,Child Care Services
pt_2e70dc7ec209a646,1.285672,103.826784,Child Care Services
pt_2ec4d37608ff7b15,1.401362,103.901127,Child Care Services
pt_2ec9e473af260db2,1.332260,103.748075,Child Care Services
pt_2ecf93f5daeb217a,1.287007,103.816912,Child Care Services
pt_2efb8124d5525f22,1.353166,103.942688,Child Care Services
pt_2f2a5459008c9938,1.352664,103.875636,Child Care Services
pt_2fa6412673f5e56b,1.305351,103.788347,Child Care Services
pt_2fb5597b5f915f10,1.379793,103.940919,Child Care Services
pt_2fc237b52f178716,1.398468,103.744646,Child Care Services
pt_2ff6fd6e63599dae,1.339467,103.958782,Child Care Services
pt_304a26b8370aed7a,1.386398,103.899960,Child Care Services
pt_307e052139ae5a16,1.354977,103.878548,Child Care Services
pt_3093857a79c54e39,1.278820,103.827724,Child Care Services
pt_309d72ca3881b35a,1.360620,103.890411,Child Care Services
pt_30b910a0577c4edf,1.417323,103.841554,Child Care Services
pt_30f529fb8cdc711f,1.356313,103.935484,Child Care Services
pt_311851593760f2e5,1.319619,103.811714,Child Care Services
pt_312d4449d5a0f16e,1.343724,103.879499,Child Care Services
pt_314bc214ae3305fc,1.380312,103.768074,Child Care Services
pt_319e527a15925b9b,1.354370,103.959906,Child Care Services
pt_31e60d9c270f364b,1.271296,103.810508,Child Care Services
pt_320151d427bcdc03,1.375492,103.832471,Child Care Services
pt_32048a4b22dd4905,1.315934,103.881356,Child Care Services
pt_32306b68eefa17eb,1.316759,103.841126,Child Care Services
pt_324b2477108b1137,1.317380,103.764787,Child Care Services
pt_324d4543e597a65a,1.442533,103.789612,Child Care Services
pt_324df59871fb08af,1.376966,103.745515,Child Care Services
pt_32a50f13f714a69d,1.422112,103.837491,Child Care Services
pt_32b49fc7bc494c57,1.332740,103.936224,Child Care Services
pt_3326d6166bcadcd5,1.420063,103.843561,Child Care Services
pt_333692a6c8669736,1.328656,103.870311,Child Care Services
pt_3336e5b7bee8335e,1.301191,103.905114,Child Care Services
pt_333d090c3e08d639,1.446799,103.805490,Child Care Services
pt_33845e4c14d0c063,1.452731,103.823967,Child Care Services
pt_339426ea4dbafe2a,1.351718,103.951963,Child Care Services
pt_33a8470acbcc0bf1,1.364757,103.892622,Child Care Services
pt_33aba19ae5c81755,1.305223,103.905044,Child Care Services
pt_341a768a9801c050,1.303209,103.914301,Child Care Services
pt_3456fa3e855aacba,1.352413,103.702221,Child Care Services
pt_347ae99bf05a9888,1.349587,103.727240,Child Care Services
pt_348e69ba15b7cc65,1.332354,103.874151,Child Care Services
pt_34b6e26260526ddd,1.395083,103.748349,Child Care Services
pt_34c95310f397c407,1.303073,103.897063,Child Care Services
pt_34d5b6230961fec8,1.336056,103.863600,Child Care Services
pt_3511bc910bee4fc9,1.357946,103.845494,Child Care Services
pt_352e5a9a2e8e1eff,1.323370,103.904404,Child Care Services
pt_354a93453bc1989f,1.368375,103.849151,Child Care Services
pt_35517eb5ee1986cf,1.344043,103.769544,Child Care Services
pt_355e78fe336ecda0,1.391599,103.836623,Child Care Services
pt_35644bd46b675671,1.318488,103.766702,Child Care Services
pt_358775f46f3f316d,1.331815,103.947574,Child Care Services
pt_35a373a2f8f34b9a,1.296461,103.855543,Child Care Services
pt_362736e58ef5fcfa,1.313745,103.767782,Child Care Services
pt_3655b90efdee033b,1.389346,103.903079,Child Care Services
pt_365dd63460f3f803,1.400009,103.744353,Child Care Services
pt_36643dc6436da61d,1.314139,103.824251,Child Care Services
pt_367b7d5d4e8e392d,1.293262,103.766676,Child Care Services
pt_3683b5066f21c349,1.374651,103.881223,Child Care Services
pt_3683e2d6b38954ce,1.274770,103.826932,Child Care Services
pt_36885915b31aa3bf,1.321770,103.746228,Child Care Services
pt_36bfff1d24dbf52e,1.324965,103.932948,Child Care Services
pt_36c08e4b2fd21f64,1.375983,103.870647,Child Care Services
pt_37138551da2631a7,1.413800,103.840132,Child Care Services
pt_373d5a06ddbb6904,1.355354,103.939911,Child Care Services
pt_374b013859553791,1.376677,103.838361,Child Care Services
pt_3793b22fc466aa4d,1.392189,103.901542,Child Care Services
pt_37a47255a5855cf8,1.378607,103.941916,Child Care Services
pt_37c84d6a7b289019,1.330737,103.874352,Child Care Services
pt_37cab0c274bac75d,1.385728,103.891860,Child Care Services
pt_37eee6fc60a3be2c,1.389144,103.901353,Child Care Services
pt_3840ee3d54fae469,1.327725,103.806972,Child Care Services
pt_384eca3fde186669,1.369682,103.832328,Child Care Services
pt_387382dcb451aa8e,1.307561,103.906919,Child Care Services
pt_387452e921784184,1.392848,103.745914,Child Care Services
pt_38780e1a967e354a,1.314291,103.858317,Child Care Services
pt_390317932419b81e,1.374909,103.773548,Child Care Services
pt_3923e8a7be3087c1,1.328571,103.752715,Child Care Services
pt_393f11f0e9e4bfce,1.320000,103.887363,Child Care Services
pt_394cead61baf503a,1.377288,103.763431,Child Care Services
pt_3967aa63444c603a,1.382910,103.894453,Child Care Services
pt_39e5e49708a05f6b,1.390666,103.747921,Child Care Services
pt_3a2abe7f7161c35c,1.335383,103.844831,Child Care Services
pt_3a406b6758decf29,1.374694,103.836463,Child Care Services
pt_3a5eb864346f66b8,1.278277,103.844847,Child Care Services
pt_3a7507998b1bbd8d,1.325356,103.911700,Child Care Services
pt_3a8014a212612c6e,1.342209,103.847728,Child Care Services
pt_3aa522882a05abd3,1.383827,103.881672,Child Care Services
pt_3aa5bbe148950455,1.349382,103.698884,Child Care Services
pt_3aa6243a8f2cfcba,1.389591,103.767447,Child Care Services
pt_3ab5df98002f99dc,1.442509,103.797704,Child Care Services
pt_3abaf2eb1058f3b3,1.326948,103.794576,Child Care Services
pt_3ac4b2f70c55e4dd,1.361596,103.968859,Child Care Services
pt_3af179db32a62654,1.330875,103.928059,Child Care Services
pt_3b3c5b6ef77dffc8,1.404610,103.908666,Child Care Services
pt_3b5aa112e5d0f492,1.351050,103.946049,Child Care Services
pt_3bb36a379630b6f5,1.318110,103.806787,Child Care Services
pt_3bb4458b11c5fa72,1.346396,103.712388,Child Care Services
pt_3c268db14c7bd65f,1.389227,103.886845,Child Care Services
pt_3c26d8095634b9a7,1.306296,103.909282,Child Care Services
pt_3c35caf5a04a5da1,1.434975,103.800851,Child Care Services
pt_3c372f05dabbcdd4,1.284340,103.850982,Child Care Services
pt_3c87bc5f90042d62,1.425906,103.823772,Child Care Services
pt_3d9735c9c8dbb1c9,1.351264,103.929364,Child Care Services
pt_3dcd3f37875e8cce,1.365960,103.888646,Child Care Services
pt_3dcddcaf0cdd5650,1.334345,103.889638,Child Care Services
pt_3e13f6f892f97af3,1.309792,103.865024,Child Care Services
pt_3e1cf93eadb36f52,1.318262,103.881337,Child Care Services
pt_3e278f243e418000,1.446757,103.821562,Child Care Services
pt_3e59254a29df6546,1.332748,103.902616,Child Care Services
pt_3e5ed06571b841af,1.346019,103.750352,Child Care Services
pt_3e64e5470f1f879a,1.362210,103.834946,Child Care Services
pt_3e7681928b0d9da7,1.372689,103.961779,Child Care Services
pt_3ea01eed77798d07,1.392908,103.890675,Child Care Services
pt_3ec195df1177317c,1.315691,103.872388,Child Care Services
pt_3f2cc8c457a3bdc6,1.437257,103.827425,Child Care Services
pt_3f528b25fb2e3a5e,1.432218,103.827520,Child Care Services
pt_3f529657969db370,1.350115,103.838728,Child Care Services
pt_3fa878484ebe8d69,1.403745,103.900319,Child Care Services
pt_3fc0fc80148704a1,1.310379,103.878782,Child Care Services
pt_3feb802eac81772a,1.437918,103.836995,Child Care Services
pt_3ffc43fbc79c8127,1.364450,103.849464,Child Care Services
pt_4039f60bd97711ea,1.391276,103.850469,Child Care Services
pt_4049bab21ef3da59,1.374466,103.869083,Child Care Services
pt_408b389ba475a0d8,1.371703,103.879939,Child Care Services
pt_40a15e9d1b175cd7,1.256573,103.819459,Child Care Services
pt_40a4c65973b190c4,1.365592,103.848387,Child Care Services
pt_40b2fb2971a78ece,1.339088,103.689229,Child Care Services
pt_40b6dfbcaf07441f,1.407767,103.898879,Child Care Services
pt_40ce34db6dcff725,1.428036,103.836092,Child Care Services
pt_40d19356c039dbea,1.371260,103.897421,Child Care Services
pt_41124457ea9eecba,1.391710,103.901121,Child Care Services
pt_4133960eab5cdde9,1.291479,103.819813,Child Care Services
pt_413e61001f9b3042,1.381709,103.736663,Child Care Services
pt_41884bc8f3b125d9,1.340093,103.703124,Child Care Services
pt_41d7871c1d545dc5,1.346190,103.693229,Child Care Services
pt_4223e7f51b226bc9,1.306494,103.794217,Child Care Services
pt_4231c0bae62cb86d,1.352696,103.739810,Child Care Services
pt_423fea8133d326b9,1.323994,103.863547,Child Care Services
pt_428df4a1b761ff54,1.428853,103.772369,Child Care Services
pt_42ead20cc3bd47a0,1.298474,103.889075,Child Care Services
