point_id,lat,lon,dataset_source
pt_42ee0c83d47a96b4,1.345178,103.790537,Child Care Services
pt_430e122dd559e5be,1.311158,103.761018,Child Care Services
pt_430f8f87b7eda4b2,1.304586,103.860841,Child Care Services
pt_4337397394f77054,1.446805,103.817812,Child Care Services
pt_434b9be7231f8285,1.378167,103.768366,Child Care Services
pt_43550db1b33d1857,1.325337,103.853993,Child Care Services
pt_435f3ff01444aa09,1.323796,103.855671,Child Care Services
pt_43c2145f326266be,1.346076,103.868832,Child Care Services
pt_43d184b1a187e4d5,1.441990,103.799394,Child Care Services
pt_4416bc63fd1b3e19,1.330566,103.947761,Child Care Services
pt_4438ae16037e6560,1.429890,103.796404,Child Care Services
pt_4483078f50e7d554,1.382470,103.747346,Child Care Services
pt_44881de36ea83980,1.373785,103.883849,Child Care Services
pt_44b6fd283c7c665a,1.387395,103.869136,Child Care Services
pt_44cc266d1a3ec8aa,1.320083,103.747247,Child Care Services
pt_4560309f01a74fc1,1.336676,103.783709,Child Care Services
pt_45bee713740465d9,1.354371,103.985170,Child Care Services
pt_45dde73636664843,1.395522,103.902214,Child Care Services
pt_45dedc7680c286ee,1.332908,103.866169,Child Care Services
pt_45f03e387c14f64a,1.346877,103.962685,Child Care Services
pt_45f50cf7c6bf1a16,1.378194,103.771249,Child Care Services
pt_4635de26fd3aeeeb,1.292034,103.842696,Child Care Services
pt_4648bca659ebaba1,1.352484,103.743415,Child Care Services
pt_4658e5ee293249e9,1.344633,103.943349,Child Care Services
pt_4666819153b49fed,1.324640,103.856979,Child Care Services
pt_467965ab95bc1205,1.362111,103.850766,Child Care Services
pt_46e1c20e3d7d7d70,1.308967,103.785514,Child Care Services
pt_46f0447eaaf8f0e7,1.385049,103.765543,Child Care Services
pt_4702b6b4d92b09ec,1.399731,103.900732,Child Care Services
pt_47096e2afb4fa7a7,1.381786,103.936412,Child Care Services
pt_470e50f6f9b58f33,1.439435,103.793098,Child Care Services
pt_4717433096d2fb97,1.373684,103.871417,Child Care Services
pt_471b4984182b5147,1.386540,103.844716,Child Care Services
pt_476020f461de9f3b,1.391577,103.880697,Child Care Services
pt_47704b2f1c685530,1.370677,103.885941,Child Care Services
pt_477a3a3ddd297158,1.301211,103.872905,Child Care Services
pt_477f9d5b46d4a910,1.319589,103.865936,Child Care Services
pt_478a52da791cb681,1.444690,103.822442,Child Care Services
pt_47abed571500860c,1.303723,103.835240,Child Care Services
pt_47b8ba5beb53efe7,1.319452,103.892135,Child Care Services
pt_47d691955f27c767,1.358855,103.951899,Child Care Services
pt_47fc50f2ca0ac829,1.414324,103.838118,Child Care Services
pt_486619985ab7a6c1,1.441540,103.773300,Child Care Services
pt_48fb7f0e56e71639,1.432367,103.843301,Child Care Services
pt_490093b6aeb1e8fd,1.311894,103.841977,Child Care Services
pt_4914b7a92d9982cb,1.326854,103.881002,Child Care Services
pt_493e4b9d315611d1,1.383102,103.936733,Child Care Services
pt_494eb61521115088,1.281193,103.843013,Child Care Services
pt_498d1d1753555b45,1.328406,103.796563,Child Care Services
pt_49c02faeb4c9f347,1.394298,103.905848,Child Care Services
pt_4a2773d4a62790c1,1.338583,103.857192,Child Care Services
pt_4a31298096f3f40d,1.296611,103.829095,Child Care Services
pt_4a8c51f50c16bb3c,1.297788,103.839165,Child Care Services
pt_4aa6a53573d48d0d,1.392627,103.741799,Child Care Services
pt_4ab0b218a6dba7c4,1.345087,103.717978,Child Care Services
pt_4acfd2bfaf47afaf,1.313564,103.919891,Child Care Services
pt_4adc3f2bc0dc8029,1.386481,103.896740,Child Care Services
pt_4ae6f530784b9fc1,1.355062,103.870872,Child Care Services
pt_4af5de1e18128d0d,1.323717,103.925001,Child Care Services
pt_4af5e738b0eb3385,1.321800,103.904424,Child Care Services
pt_4b2b8b302b7629dd,1.357547,103.883962,Child Care Services
pt_4b52a1aa9c664845,1.380527,103.947689,Child Care Services
pt_4b58bc77bf6f5649,1.319844,103.779327,Child Care Services
pt_4b70a67695e70520,1.296129,103.830657,Child Care Services
pt_4b8307678387ed51,1.338495,103.921763,Child Care Services
pt_4b8ef567bcf29bca,1.444520,103.794446,Child Care Services
pt_4b9502aabbd9ff5e,1.307386,103.925260,Child Care Services
pt_4badcebe5e73c223,1.453845,103.819543,Child Care Services
pt_4c83753577054457,1.360189,103.880971,Child Care Services
pt_4c855b9e65702091,1.363916,103.876130,Child Care Services
pt_4ce5861664368dc5,1.338995,103.793134,Child Care Services
pt_4d2eb49abfd653a0,1.366599,103.846874,Child Care Services
pt_4d48ce1e01b11bb8,1.282656,103.818497,Child Care Services
pt_4d4980e5dae24709,1.389756,103.894482,Child Care Services
pt_4daf1170a029dec1,1.338208,103.965192,Child Care Services
pt_4dc5019291a079d3,1.449566,103.818641,Child Care Services
pt_4dd5e8a56bb30ae2,1.375427,103.878691,Child Care Services
pt_4e18b6c2b557f60d,1.301391,103.768998,Child Care Services
pt_4e40c3d8411c055f,1.360135,103.833708,Child Care Services
pt_4e6f69ac730568b1,1.382949,103.943222,Child Care Services
pt_4e72e33e5058bdce,1.292880,103.839651,Child Care Services
pt_4e94dee50c75c6ff,1.289914,103.831035,Child Care Services
pt_4eb01311ae560665,1.319725,103.756238,Child Care Services
pt_4eeaa0f07922fc86,1.395108,103.891456,Child Care Services
pt_4f0caf30846a094a,1.356822,103.870856,Child Care Services
pt_4f28f12970aba950,1.399107,103.914597,Child Care Services
pt_4f50330c343dc0ff,1.420473,103.840530,Child Care Services
pt_4f7c101bedf29d26,1.319013,103.885169,Child Care Services
pt_50317a0958710cfd,1.276215,103.807645,Child Care Services
pt_509853366fc6dd22,1.380471,103.755211,Child Care Services
pt_50ab3f26e598cd31,1.387079,103.890776,Child Care Services
pt_50ad3e12215132a7,1.306206,103.799132,Child Care Services
pt_50cfbc17280a18c1,1.387096,103.905723,Child Care Services
pt_50fac8e609bb99c1,1.273635,103.808207,Child Care Services
pt_510fa9f61e2fdef3,1.296089,103.811943,Child Care Services
pt_512bae3f6b84a739,1.445653,103.831433,Child Care Services
pt_512e5dd2760a828d,1.282142,103.850755,Child Care Services
pt_51338d7c71293706,1.303107,103.782901,Child Care Services
pt_5138a085c0cb839a,1.382137,103.743398,Child Care Services
pt_5163839c5d4e2c5a,1.323527,103.936424,Child Care Services
pt_51773e101b0659a3,1.367504,103.855898,Child Care Services
pt_51923aa5067f40b2,1.356836,103.741447,Child Care Services
pt_519458a16deedaec,1.404091,103.748146,Child Care Services
pt_51e45df0647e3ca4,1.377768,103.740253,Child Care Services
pt_51ef1a20da41458d,1.319737,103.811846,Child Care Services
pt_5217e233d4a7d540,1.381256,103.832417,Child Care Services
pt_521d78a65814b876,1.344811,103.853093,Child Care Services
pt_526641ddb9ad9f50,1.371694,103.887729,Child Care Services
pt_52778eba2c728a0c,1.371642,103.874102,Child Care Services
pt_527dbeb40a5659d0,1.444368,103.816264,Child Care Services
pt_529c9e2ba810d489,1.352212,103.931382,Child Care Services
pt_52b5baedc3ac8c2f,1.318815,103.768154,Child Care Services
pt_52d9b0dfd71c72c5,1.328435,103.871326,Child Care Services
pt_52e990e49c2fd4d7,1.305078,103.764536,Child Care Services
pt_53077d8c2a25243d,1.313131,103.850868,Child Care Services
pt_5320dbceb9bdb64b,1.326980,103.928131,Child Care Services
pt_535dd92e86d255f8,1.339366,103.720184,Child Care Services
pt_538b5c55df2308aa,1.390821,103.851706,Child Care Services
pt_53d2b64aceefb0df,1.429592,103.845121,Child Care Services
pt_541b7292f8d4b208,1.350895,103.754544,Child Care Services
pt_542ecf91c49c5c98,1.373639,103.896188,Child Care Services
pt_5441b4d1ac0b4fcc,1.334704,103.929041,Child Care Services
pt_544c76f2fe49d087,1.328732,103.936507,Child Care Services
pt_544e1a300ef32976,1.355988,103.891401,Child Care Services
pt_5459fb2cdb1015fa,1.439233,103.788700,Child Care Services
pt_54bca0afb0320a2c,1.429955,103.827920,Child Care Services
pt_54c28be0c77f5e7d,1.322591,103.946551,Child Care Services
pt_54c944a2e3ed0872,1.379307,103.936272,Child Care Services
pt_551a67e259260dc9,1.303843,103.872751,Child Care Services
pt_552589128bc86715,1.371937,103.845949,Child Care Services
pt_553b72c08e3e23a2,1.333190,103.723491,Child Care Services
pt_559d1065c7a57b84,1.324889,103.920247,Child Care Services
pt_55d8507caae47cd3,1.336966,103.759665,Child Care Services
pt_55e08e0729ad4a6f,1.308860,103.808309,Child Care Services
pt_55ec2f9206fae514,1.293273,103.799915,Child Care Services
pt_56152b1db82a2ce1,1.381537,103.846748,Child Care Services
pt_5617b3167fd90587,1.438936,103.800962,Child Care Services
pt_5655380a034e66e5,1.387165,103.870392,Child Care Services
pt_56562f5dd7c82532,1.288502,103.779543,Child Care Services
pt_56ea09e1b82bcbe5,1.322420,103.949903,Child Care Services
pt_56fa9c2e59c508b5,1.312332,103.903418,Child Care Services
pt_5742ba1169ef249b,1.377480,103.890340,Child Care Services
pt_575667eb3aec82e2,1.396610,103.749729,Child Care Services
pt_578543c54dc5cb8d,1.386040,103.770196,Child Care Services
pt_57940dbecc5235c8,1.376106,103.953517,Child Care Services
pt_57cea865be8dc169,1.339458,103.949301,Child Care Services
pt_57f63c60948f527e,1.397720,103.906320,Child Care Services
pt_580e167e0a112931,1.313917,103.852210,Child Care Services
pt_581e49de0f7fe80f,1.398810,103.909846,Child Care Services
pt_5820348dcdfecba2,1.342496,103.773898,Child Care Services
pt_584ce5bb10513e34,1.316916,103.863109,Child Care Services
pt_585611f2135376aa,1.451721,103.817832,Child Care Services
pt_58fd3a508efa3ddc,1.450939,103.828071,Child Care Services
pt_59032bd704240762,1.381871,103.875496,Child Care Services
pt_59036d235265c1df,1.450262,103.828390,Child Care Services
pt_5908e9609561e6fa,1.450309,103.814878,Child Care Services
pt_5916df3d91db040b,1.316450,103.896597,Child Care Services
pt_593fb1a3bb4927d4,1.363923,103.955723,Child Care Services
pt_595a02e0c6cc75a2,1.314912,103.937730,Child Care Services
pt_59a9f213723c537d,1.324275,103.892702,Child Care Services
pt_59bbf60e5ed7104e,1.392220,103.886427,Child Care Services
pt_59cf8bf34ca5c619,1.360159,103.833717,Child Care Services
pt_59fcc96601fd2a0a,1.326130,103.927924,Child Care Services
pt_5a1406b0383e6384,1.328306,103.942066,Child Care Services
pt_5a1ec92a0bff8978,1.378842,103.750339,Child Care Services
pt_5a7e3db435f1cd8d,1.334069,103.946417,Child Care Services
pt_5aedd1586eee5765,1.284855,103.835333,Child Care Services
pt_5afaeb3f96a54455,1.359241,103.937647,Child Care Services
pt_5b1a07a5fc9356a9,1.328410,103.793207,Child Care Services
pt_5b2c10aa08de4820,1.403412,103.915952,Child Care Services
pt_5b62e43f6f8cb30f,1.346775,103.753336,Child Care Services
pt_5b72ad9066562d1c,1.346586,103.713568,Child Care Services
pt_5b8239b8873db210,1.352047,103.933462,Child Care Services
pt_5b90006177433558,1.358299,103.955006,Child Care Services
pt_5bc4e382fdb77421,1.326727,103.810689,Child Care Services
pt_5bce56ab36c67a60,1.348292,103.941192,Child Care Services
pt_5c0430052f12735e,1.332206,103.845453,Child Care Services
pt_5cba260c40c493a3,1.315227,103.881447,Child Care Services
pt_5d39adf69f8a5a3d,1.369075,103.838221,Child Care Services
pt_5d460a7dcf0fb8c2,1.393605,103.744793,Child Care Services
pt_5d852c90c7185646,1.373384,103.955096,Child Care Services
pt_5db97ecf0de73d13,1.389900,103.906070,Child Care Services
pt_5e55776122474df9,1.441205,103.825900,Child Care Services
pt_5e5d530cd04b3864,1.331833,103.744879,Child Care Services
pt_5e79ada6dbac79a3,1.326710,103.895046,Child Care Services
pt_5e8f7ab5a11a5366,1.387912,103.844034,Child Care Services
pt_5ed3d83e5765c384,1.349761,103.852452,Child Care Services
pt_5eebfa00d1a1dee8,1.361395,103.746517,Child Care Services
pt_5ef436d27655e4cc,1.376451,103.770559,Child Care Services
pt_5f0543adc79353be,1.322312,103.762352,Child Care Services
pt_5f18c68052e7c55c,1.441885,103.807162,Child Care Services
pt_5f5ff137b358e94e,1.445149,103.833926,Child Care Services
pt_5f75669e6a7fc0a4,1.358333,103.759452,Child Care Services
pt_5f7edb0c95913e62,1.390963,103.889147,Child Care Services
pt_5fb73815f902ba2d,1.316504,103.906018,Child Care Services
pt_5fc293489a0a7179,1.398272,103.899277,Child Care Services
pt_5fd342f63615080e,1.284089,103.819324,Child Care Services
pt_5fdbeae4453e0331,1.291537,103.771129,Child Care Services
pt_6018276f5a5d6ffe,1.291304,103.807351,Child Care Services
pt_603aa4ae83321824,1.420395,103.907759,Child Care Services
pt_604f31bac34c6a31,1.319188,103.908056,Child Care Services
pt_60babbbd8de63dfe,1.346055,103.742606,Child Care Services
pt_6104113a4b45d27d,1.334475,103.866287,Child Care Services
pt_6132da45cc27ca73,1.348987,103.758196,Child Care Services
pt_613d8e9006beac87,1.288122,103.799445,Child Care Services
pt_615ebf88ac96f2c5,1.276055,103.848761,Child Care Services
pt_61ccc8c9b00c8001,1.397175,103.905230,Child Care Services
pt_61d35ba3d2ca10d4,1.383687,103.943441,Child Care Services
pt_61e0831ff75976be,1.425908,103.845995,Child Care Services
pt_6214719a76361ea7,1.297338,103.814907,Child Care Services
pt_62796de735f18d80,1.294107,103.809541,Child Care Services
pt_62aa36d5a7ac6f73,1.354427,103.878038,Child Care Services
pt_62ae4db445be1134,1.441958,103.817894,Child Care Services
pt_62dca126e8fc645e,1.336634,103.925745,Child Care Services
pt_63068ba0348f066c,1.385101,103.745554,Child Care Services
pt_632d6de7bd500838,1.311921,103.766017,Child Care Services
pt_63d7fbbdeead7590,1.338936,103.742881,Child Care Services
pt_63e97a4634e0bee2,1.349272,103.743591,Child Care Services
pt_64467e69b1f2e976,1.314089,103.939482,Child Care Services
pt_64ef8eaef3bf37c9,1.300589,103.824479,Child Care Services
pt_64f48d7eafb26a9a,1.373560,103.876189,Child Care Services
pt_64fbe86872c39a87,1.401083,103.906767,Child Care Services
pt_652697ef57f6d1d5,1.326985,103.931621,Child Care Services
pt_658127d5b69b6f31,1.347446,103.692828,Child Care Services
pt_65e10c32babb77a5,1.348841,103.949335,Child Care Services
pt_661a7186d3281b3a,1.374619,103.872573,Child Care Services
pt_664d4a557c9472be,1.429404,103.772728,Child Care Services
pt_667bcd8e0f7f6fcf,1.371185,103.884255,Child Care Services
pt_668c105835b01b5a,1.337843,103.954982,Child Care Services
pt_66b520d4f0c68b8d,1.382373,103.741352,Child Care Services
pt_66cd81707ebdc003,1.368435,103.875007,Child Care Services
pt_66e8d370dbcbac67,1.341148,103.702296,Child Care Services
pt_66f60856ab3c5b97,1.378728,103.938075,Child Care Services
pt_6700722a786ab769,1.386136,103.894214,Child Care Services
pt_67010cc1b5474c0d,1.348932,103.844676,Child Care Services
pt_671c6575820d5099,1.369493,103.957348,Child Care Services
pt_6725150870a51d7a,1.367802,103.768096,Child Care Services
pt_67f11afa84afb17b,1.343321,103.775854,Child Care Services
pt_688fb96e48c0e892,1.312546,103.907431,Child Care Services
pt_689776b8c8df2052,1.390194,103.897033,Child Care Services
pt_68e22f2079cee595,1.429571,103.828643,Child Care Services
pt_69295cbc425ad382,1.302779,103.888926,Child Care Services
pt_69363d77a904a900,1.368013,103.769466,Child Care Services
pt_693cd44dbc07cc21,1.364679,103.747427,Child Care Services
pt_69677994909aa69e,1.341682,103.746246,Child Care Services
pt_69a42008d603f905,1.328420,103.927483,Child Care Services
pt_69dcb37d8a2d7fa7,1.403116,103.902287,Child Care Services
pt_6a0d031fc505211f,1.349431,103.870921,Child Care Services
pt_6a594b701b65724d,1.314137,103.898749,Child Care Services
pt_6aad271880fe8d33,1.320405,103.936741,Child Care Services
pt_6acff216d4b1c8e2,1.298150,103.800866,Child Care Services
pt_6ae3721c89dccc76,1.434367,103.835603,Child Care Services
pt_6b18198b7a74bfe8,1.299428,103.831630,Child Care Services
pt_6b1be9c6eaf90a60,1.331241,103.798218,Child Care Services
pt_6b47837dac8bf0ad,1.372687,103.743618,Child Care Services
pt_6b5bd03edd56b2d3,1.341483,103.742968,Child Care Services
pt_6bc9616c6d0964d5,1.392767,103.900867,Child Care Services
pt_6c0d746300636f09,1.301118,103.886665,Child Care Services
pt_6c53fe9219afd6e3,1.352413,103.955871,Child Care Services
pt_6c67c249922d9c06,1.287507,103.779792,Child Care Services
pt_6c9e5553ec47bc94,1.379048,103.772937,Child Care Services
pt_6cdbaccb49b4379a,1.399228,103.889656,Child Care Services
pt_6cfc97e2e7d810c3,1.340011,103.693803,Child Care Services
pt_6d124b9d896d1704,1.350913,103.837585,Child Care Services
pt_6d16f5263d62a1b3,1.319656,103.764455,Child Care Services
pt_6d2fda7b2111aca1,1.321892,103.737552,Child Care Services
pt_6d34489293867c24,1.386152,103.766913,Child Care Services
pt_6d6070843a9056f5,1.438295,103.843119,Child Care Services
pt_6d95d79ec0a0b182,1.302646,103.764832,Child Care Services
pt_6d9afe3f6523b177,1.434758,103.802721,Child Care Services
pt_6db28d4c234bbb44,1.334096,103.846450,Child Care Services
pt_6dc3536937177664,1.383580,103.770768,Child Care Services
pt_6df42c2c0a9c9334,1.431004,103.781602,Child Care Services
pt_6df939154b6543ef,1.340510,103.782401,Child Care Services
pt_6e0d5d48b6be5d5b,1.336597,103.695378,Child Care Services
pt_6e47d7fc13fe5eec,1.444357,103.799120,Child Care Services
pt_6e4d80aa9deaac38,1.299294,103.787404,Child Care Services
pt_6ec332aba6e782e8,1.292774,103.784084,Child Care Services
pt_6eed50630ecb4af5,1.363534,103.750673,Child Care Services
pt_6f25e318179c517e,1.371257,103.957150,Child Care Services
pt_6f4f76d0bb0435ef,1.289946,103.827680,Child Care Services
pt_6f672f69f0190484,1.410907,103.901186,Child Care Services
pt_6f71e238390dbfb3,1.344188,103.965002,Child Care Services
pt_6f976cf7ff6a816a,1.313898,103.882239,Child Care Services
pt_6fa6cd5bb4ef919f,1.331827,103.914991,Child Care Services
pt_6fb738081d627061,1.413144,103.899527,Child Care Services
pt_6fe0cbf63b02f821,1.381060,103.741260,Child Care Services
pt_6ff4b8083bc6b960,1.335007,103.706279,Child Care Services
pt_702f3afbf6000f2b,1.456251,103.836158,Child Care Services
pt_7036c80946f6f3ec,1.447195,103.814008,Child Care Services
pt_703e7cbbb81e4ef8,1.335534,103.743865,Child Care Services
pt_7076583e2fdb3f74,1.352467,103.872103,Child Care Services
pt_70c7f328a2eb590e,1.362682,103.890391,Child Care Services
pt_70e8344d5f4fa80f,1.438112,103.824536,Child Care Services
pt_710943229d1e9c2c,1.327700,103.861236,Child Care Services
pt_71194ac1141e0912,1.356289,103.750410,Child Care Services
pt_7136349bbe88e341,1.372032,103.857625,Child Care Services
pt_7146eed835159884,1.429720,103.833109,Child Care Services
pt_7189c86893ad6b83,1.308466,103.878985,Child Care Services
pt_71990dac0e7ab761,1.319318,103.832059,Child Care Services
pt_719eeda573ff6eee,1.372749,103.850191,Child Care Services
pt_71bb345505fc9651,1.401113,103.894269,Child Care Services
pt_71c70d3267df47b5,1.444773,103.812740,Child Care Services
pt_71c81b0ec0846ae1,1.341901,103.700264,Child Care Services
pt_71c820cc48812505,1.307887,103.832681,Child Care Services
pt_71ed7f319c6c8a17,1.280550,103.849196,Child Care Services
pt_7235ab98953006d8,1.308806,103.861312,Child Care Services
pt_72a45ab023dfd390,1.367032,103.952129,Child Care Services
pt_72c2090194777784,1.378587,103.830341,Child Care Services
pt_72e96356980fa314,1.441806,103.796073,Child Care Services
pt_72f2f9e091c02d2f,1.316887,103.902792,Child Care Services
pt_730cf6751c624ea3,1.377293,103.745757,Child Care Services
pt_731ecfe8e17af37f,1.353697,103.829315,Child Care Services
pt_732117497291f96c,1.436924,103.792569,Child Care Services
pt_733d1fae22dc47b8,1.333862,103.738708,Child Care Services
pt_73408426d2605fd6,1.414818,103.841251,Child Care Services
pt_73683b9c57f292f3,1.350329,103.720912,Child Care Services
pt_736fce1897b397c0,1.321937,103.931535,Child Care Services
pt_738386c37eee399f,1.346565,103.882794,Child Care Services
pt_738dc3512a8df5ad,1.344351,103.871087,Child Care Services
pt_73a35f982a9104d1,1.342506,103.867627,Child Care Services
pt_7400d57d0d1713b0,1.273677,103.801127,Child Care Services
pt_743ad083b5ffebde,1.434758,103.785365,Child Care Services
pt_7497473f53027575,1.312640,103.872492,Child Care Services
pt_74ba2e09101fe01a,1.354474,103.961004,Child Care Services
pt_75104f5d8708daf1,1.377950,103.904346,Child Care Services
pt_7537c6b8360ec23b,1.312693,103.788309,Child Care Services
pt_753df90fab1d44b2,1.337360,103.851198,Child Care Services
pt_7572137535538317,1.336268,103.858315,Child Care Services
pt_761925a5463ac085,1.359086,103.948911,Child Care Services
pt_761c8995be2a74fe,1.392198,103.898456,Child Care Services
pt_7641e67965a5b173,1.429163,103.847011,Child Care Services
pt_765396d528536451,1.342764,103.855873,Child Care Services
pt_76557c40e9d300fd,1.389001,103.892763,Child Care Services
pt_76592241eac25deb,1.434998,103.831125,Child Care Services
pt_765d7bffcb33966a,1.343026,103.706880,Child Care Services
pt_76632716296bf94a,1.363266,103.746557,Child Care Services
pt_7696df4d8b17d22f,1.437731,103.794136,Child Care Services
pt_76b4209d728b4a2d,1.285751,103.835938,Child Care Services
pt_76d332b91cb123ad,1.347553,103.848880,Child Care Services
pt_770816ff390bc652,1.308394,103.829785,Child Care Services
pt_771d6c1c6c863430,1.370888,103.844765,Child Care Services
pt_7729e913df27f4d6,1.299684,103.893812,Child Care Services
pt_77998f9144e329d0,1.289787,103.814448,Child Care Services
pt_77ac6ef5b1feeb9d,1.343972,103.702308,Child Care Services
pt_77af5a0b75d059e8,1.359717,103.843103,Child Care Services
pt_77e376f2e7faaaa9,1.335905,103.744636,Child Care Services
pt_77f46429cb1e4680,1.332809,103.876090,Child Care Services
pt_77fe95dc3be4f277,1.303850,103.902850,Child Care Services
pt_7800836e6f929d63,1.314751,103.918712,Child Care Services
pt_780881c0ae9df262,1.445159,103.834981,Child Care Services
pt_78184a6f9c8631fb,1.425599,103.847314,Child Care Services
pt_781fbc2e53ea714f,1.431511,103.774428,Child Care Services
pt_7844d7f6c6939f3b,1.392192,103.877587,Child Care Services
pt_7848cd70d9924c99,1.343758,103.951898,Child Care Services
pt_7851138a56afb5ea,1.284165,103.835685,Child Care Services
pt_785736a20495af54,1.408262,103.898018,Child Care Services
pt_78691c1841a5c1dc,1.336568,103.853894,Child Care Services
pt_789c078c8608623f,1.370055,103.854881,Child Care Services
pt_78b669af0abeda93,1.387216,103.829163,Child Care Services
pt_78c450bf411923fd,1.316355,103.937810,Child Care Services
pt_78e06a943d418f48,1.331363,103.741684,Child Care Services
pt_78fe92cc99f56343,1.315748,103.753588,Child Care Services
pt_790c08af1d51db5a,1.315989,103.889448,Child Care Services
pt_791bb1bc73066ef1,1.387864,103.890701,Child Care Services
pt_7923257d86332453,1.358351,103.938909,Child Care Services
pt_792e387e1f3cf850,1.358557,103.833558,Child Care Services
pt_793d216ca7a6538b,1.358252,103.958367,Child Care Services
pt_793d82c6c4df65ea,1.280413,103.829271,Child Care Services
pt_7942b72c5fce7a01,1.407754,103.900906,Child Care Services
pt_794813b9a5a4bd28,1.351923,103.869661,Child Care Services
pt_794c0e0b17edc396,1.335990,103.699974,Child Care Services
pt_795223f88a430ba3,1.382460,103.902239,Child Care Services
pt_79554a51bda6ec2e,1.430113,103.775081,Child Care Services
pt_797b7f836f0bb3c6,1.405662,103.908719,Child Care Services
pt_79ad65af69c57b44,1.315699,103.859785,Child Care Services
pt_79c7a7313f8b1e1c,1.437899,103.799779,Child Care Services
pt_79f097017af56ce7,1.378368,103.957785,Child Care Services
pt_79fc5ca4e998260d,1.382351,103.890641,Child Care Services
pt_7a1ef8ec12fc74f5,1.428021,103.780897,Child Care Services
pt_7a40dcc6ab6d9d4e,1.347186,103.872968,Child Care Services
pt_7a42e55e55935dd4,1.324276,103.873223,Child Care Services
pt_7a8e8e157eb3af4d,1.321587,103.740987,Child Care Services
pt_7aa4a86a8f642af1,1.377469,103.958409,Child Care Services
pt_7b12e9f04aeabc24,1.356303,103.837494,Child Care Services
pt_7b23986df8e779bf,1.381596,103.763496,Child Care Services
pt_7b80974c84421cbe,1.377141,103.953599,Child Care Services
pt_7b97feb49857fb94,1.316693,103.838324,Child Care Services
pt_7c2526d2d8d8bbfd,1.356521,103.881586,Child Care Services
pt_7c28559977cf7459,1.379298,103.759181,Child Care Services
pt_7c73fc40b535a4dd,1.299463,103.851186,Child Care Services
pt_7c7b442934158032,1.273383,103.808935,Child Care Services
pt_7c8bd53ff3dae3e4,1.324225,103.939855,Child Care Services
pt_7c9167f7c8849339,1.446311,103.829417,Child Care Services
pt_7d4fea5d0b064469,1.346298,103.947506,Child Care Services
pt_7d7739f710a7dd6f,1.347203,103.724769,Child Care Services
pt_7db3db1c4ee3947f,1.288487,103.813352,Child Care Services
pt_7db4778abb24c5d8,1.367001,103.964618,Child Care Services
pt_7e12b67b9856d169,1.426254,103.848428,Child Care Services
pt_7e255ede88e608b0,1.310672,103.885032,Child Care Services
pt_7e45e3f816c4145b,1.281122,103.810031,Child Care Services
pt_7e5eda7eea79ba94,1.344619,103.749789,Child Care Services
pt_7e820df7d419ea1c,1.312897,103.924111,Child Care Services
pt_7ea2915094876b34,1.369293,103.892575,Child Care Services
pt_7eeb0d48c4dab689,1.427505,103.837125,Child Care Services
pt_7f490cb7744f002b,1.325211,103.913195,Child Care Services
pt_7f49408df80e2bdc,1.355698,103.832276,Child Care Services
pt_7fd69c4d9587a6e2,1.384498,103.865268,Child Care Services
pt_7fd7ef9e184a6dfc,1.366824,103.836491,Child Care Services
pt_7fdc6988f18ea852,1.321115,103.806468,Child Care Services
pt_809ec18fffadb14c,1.390456,103.853974,Child Care Services
pt_80adecc5bcfdb974,1.405414,103.896824,Child Care Services
pt_80b0b430e4f42033,1.332390,103.801672,Child Care Services
pt_80d1080b99d22384,1.341641,103.961941,Child Care Services
pt_8102e343eeb87a3a,1.437057,103.831121,Child Care Services
pt_81129f6f85a6122c,1.333708,103.907541,Child Care Services
pt_813c856424e45bbf,1.317891,103.941904,Child Care Services
pt_813efcc9e48d213d,1.439022,103.828050,Child Care Services
pt_816f0bfb3394f716,1.353757,103.950970,Child Care Services
pt_81ff4c5494ceeddc,1.402128,103.913578,Child Care Services
pt_8211d250c5ad2534,1.425825,103.832514,Child Care Services
pt_822cf0ec81f38071,1.365628,103.871831,Child Care Services
pt_822d7adc3c9e41af,1.329221,103.932502,Child Care Services
pt_822fd1c610b98d34,1.385024,103.825624,Child Care Services
pt_8250547b149af159,1.367975,103.952769,Child Care Services
pt_827650f2365e4f35,1.398377,103.887278,Child Care Services
pt_827e3ba0a6c26717,1.386478,103.760256,Child Care Services
pt_82841499907af0c9,1.357318,103.826249,Child Care Services
pt_82ae3bd4aae0485f,1.414502,103.835974,Child Care Services
pt_82c1f7a42a4bafbc,1.311416,103.929290,Child Care Services
pt_82e85608ce743c17,1.332889,103.941310,Child Care Services
pt_83d977f2e7434964,1.378438,103.958175,Child Care Services
pt_83ee1d0578c2f820,1.429452,103.778711,Child Care Services
pt_83f1f06570e1f8ec,1.354776,103.933980,Child Care Services
pt_841b605e4a2f1b82,1.353981,103.752778,Child Care Services
pt_841f737256208b2c,1.343849,103.950438,Child Care Services
pt_84278d8abb38c899,1.344801,103.707299,Child Care Services
pt_8479dc7368f25f8f,1.333382,103.926846,Child Care Services
pt_84ace36bf78dd6fe,1.392342,103.903331,Child Care Services
pt_84e75b6ececaa5f0,1.280046,103.788957,Child Care Services
pt_851f2dac0d773cd3,1.396390,103.875133,Child Care Services
pt_85226f53e0008ef9,1.326076,103.933497,Child Care Services
pt_853297547b4088f7,1.437421,103.839982,Child Care Services
pt_8533623adbc9b066,1.315945,103.837950,Child Care Services
