od_id,origin_point_id,origin_lat,origin_lon,origin_dataset_source,dest_point_id,dest_lat,dest_lon,dest_dataset_source,distance_km,distance_bucket
run20260221000458_001380,pt_36f6e6ee5d455f99,1.316131,103.850233,Hawker Centres,pt_27e89aed00e076e8,1.297487,103.804694,Hawker Centres,5.470429,3_8km
run20260221000458_001381,pt_8135532466db0eb1,1.305652,103.878756,SportSG Sport Facilities,pt_2bb6520c3cfb9e5e,1.331488,103.932465,Child Care Services,6.625788,3_8km
run20260221000458_001382,pt_2891d6ec1267d433,1.329887,103.854214,Child Care Services,pt_67010cc1b5474c0d,1.348932,103.844676,Child Care Services,2.368310,1_3km
run20260221000458_001383,pt_8c993b0bbdda959b,1.351150,103.954792,Child Care Services,pt_7923257d86332453,1.358351,103.938909,Child Care Services,1.938696,1_3km
run20260221000458_001384,pt_2655a1a707e1e2f2,1.451400,103.830860,Child Care Services,pt_0a2102fe79f268cc,1.439497,103.791761,Child Care Services,4.543290,3_8km
run20260221000458_001385,pt_55e08e0729ad4a6f,1.308860,103.808309,Child Care Services,pt_4b70a67695e70520,1.296129,103.830657,Child Care Services,2.859361,1_3km
run20260221000458_001386,pt_7c28559977cf7459,1.379298,103.759181,Child Care Services,pt_66f60856ab3c5b97,1.378728,103.938075,Child Care Services,19.886445,8_20km
run20260221000458_001387,pt_82796761339c36a4,1.324782,103.930570,Hawker Centres,pt_c963a3d2d3f4be1c,1.309847,103.907761,Child Care Services,3.031015,3_8km
run20260221000458_001388,pt_3cac81d9e108a146,1.281193,103.843013,Community Club / PAssion WaVe Outlet,pt_32a50f13f714a69d,1.422112,103.837491,Child Care Services,15.681497,8_20km
run20260221000458_001389,pt_6cdbaccb49b4379a,1.399228,103.889656,Child Care Services,pt_16b6a6502b8c2f02,1.397494,103.909987,Child Care Services,2.268241,1_3km
run20260221000458_001390,pt_bd6e72076b1ee356,1.374448,103.951823,SportSG Sport Facilities,pt_c73ae7032771494f,1.368484,103.861853,Child Care Services,10.023304,8_20km
run20260221000458_001391,pt_51923aa5067f40b2,1.356836,103.741447,Child Care Services,pt_320151d427bcdc03,1.375492,103.832471,Child Care Services,10.328988,8_20km
run20260221000458_001392,pt_e999b8ed3a1f4e9d,1.318975,103.880827,Child Care Services,pt_141e45a4846725fa,1.337572,103.858844,Child Care Services,3.201257,3_8km
run20260221000458_001393,pt_97fb7953b891478d,1.344332,103.747954,SportSG Sport Facilities,pt_faa5d7dd920c219b,1.369091,103.892394,Child Care Services,16.290807,8_20km
run20260221000458_001394,pt_59a9f213723c537d,1.324275,103.892702,Child Care Services,pt_9677c53e598e6049,1.376472,103.893822,Child Care Services,5.805377,3_8km
run20260221000458_001395,pt_e387227f833a2735,1.395453,103.906515,Child Care Services,pt_71f277cfbc35d85f,1.431021,103.838488,Community Club / PAssion WaVe Outlet,8.533760,8_20km
run20260221000458_001396,pt_b7b0588dec383698,1.365047,103.882687,Child Care Services,pt_b098cc7b326695a2,1.370650,103.839410,Child Care Services,4.850986,3_8km
run20260221000458_001397,pt_ed4ca3d45e11f5fd,1.358857,103.889428,Child Care Services,pt_014806b34f5d8a3d,1.382982,103.892721,Hawker Centres,2.707438,1_3km
run20260221000458_001398,pt_865199d6aa85a80f,1.365734,103.866874,Child Care Services,pt_cc452bd482856971,1.345850,103.947550,Community Club / PAssion WaVe Outlet,9.236776,8_20km
run20260221000458_001399,pt_03a1f1b89f129f7c,1.313951,103.885236,Child Care Services,pt_bee2e81a04fe6b52,1.445044,103.819474,Community Club / PAssion WaVe Outlet,16.307223,8_20km
run20260221000458_001400,pt_f7bb3120bba1da25,1.347937,103.699192,Child Care Services,pt_2be18954bbcf2a6f,1.293802,103.831758,Child Care Services,15.918750,8_20km
run20260221000458_001401,pt_c62bcc1912987af5,1.298372,103.809602,Child Care Services,pt_50317a0958710cfd,1.276215,103.807645,Child Care Services,2.473333,1_3km
run20260221000458_001402,pt_937300ec8168d70c,1.269574,103.814511,Child Care Services,pt_104b38d432064ec2,1.312984,103.870430,Child Care Services,7.870350,3_8km
run20260221000458_001403,pt_117310b23bb7eeec,1.434895,103.780307,SportSG Sport Facilities,pt_13daad91cf563c94,1.315162,103.767488,Child Care Services,13.389745,8_20km
run20260221000458_001404,pt_c64eb1f3220c0fd7,1.291028,103.825341,Child Care Services,pt_f2463d8899e8d2fd,1.389305,103.907599,Child Care Services,14.249032,8_20km
run20260221000458_001405,pt_89d41c0b907bf69e,1.392786,103.893906,Community Club / PAssion WaVe Outlet,pt_a1b4bf565f55a087,1.304303,103.761682,Child Care Services,17.687594,8_20km
run20260221000458_001406,pt_6ae3721c89dccc76,1.434367,103.835603,Child Care Services,pt_5459fb2cdb1015fa,1.439233,103.788700,Child Care Services,5.241737,3_8km
run20260221000458_001407,pt_919bba974b4d6660,1.319049,103.945622,Child Care Services,pt_ca31e80e63455504,1.322600,103.882463,Child Care Services,7.032188,3_8km
run20260221000458_001408,pt_1d4da5c635370ceb,1.380605,103.760042,Child Care Services,pt_e23fd34cf7055afe,1.369204,103.897513,Child Care Services,15.334171,8_20km
run20260221000458_001409,pt_2c75f43a3447693d,1.354170,103.866886,Child Care Services,pt_18e3159810ea646f,1.365964,103.884987,Child Care Services,2.401811,1_3km
run20260221000458_001410,pt_393f11f0e9e4bfce,1.320000,103.887363,Child Care Services,pt_d6c6832bf16e4a74,1.305634,103.863909,Hawker Centres,3.057726,3_8km
run20260221000458_001411,pt_3bb36a379630b6f5,1.318110,103.806787,Child Care Services,pt_8c5c9d8f8f7ce885,1.340364,103.740932,Child Care Services,7.727678,3_8km
run20260221000458_001412,pt_88ce5e59db588ec7,1.421628,103.841811,Child Care Services,pt_b51c0d617a3cf70a,1.433178,103.781595,Child Care Services,6.815731,3_8km
run20260221000458_001413,pt_144540b290e998aa,1.395647,103.888633,Child Care Services,pt_ecedd770ac7d3e29,1.387083,103.895447,Child Care Services,1.216786,1_3km
run20260221000458_001414,pt_8533623adbc9b066,1.315945,103.837950,Child Care Services,pt_56a48e1df3046dcb,1.326099,103.938819,SportSG Sport Facilities,11.269841,8_20km
run20260221000458_001415,pt_362736e58ef5fcfa,1.313745,103.767782,Child Care Services,pt_2325056d353f4664,1.363938,103.751896,Child Care Services,5.853929,3_8km
run20260221000458_001416,pt_5320dbceb9bdb64b,1.326980,103.928131,Child Care Services,pt_794813b9a5a4bd28,1.351923,103.869661,Child Care Services,7.066808,3_8km
run20260221000458_001417,pt_91d9fe766c58b7ac,1.328851,103.869185,Child Care Services,pt_36c08e4b2fd21f64,1.375983,103.870647,Child Care Services,5.243359,3_8km
run20260221000458_001418,pt_a73ecf27ffb112c2,1.393606,103.913464,Community Club / PAssion WaVe Outlet,pt_87b322d85b5cec82,1.330245,103.907842,Child Care Services,7.073086,3_8km
run20260221000458_001419,pt_3e879ad79449f2bb,1.324154,103.869693,Community Club / PAssion WaVe Outlet,pt_2e68697793271db8,1.373922,103.855621,Child Care Services,5.750794,3_8km
run20260221000458_001420,pt_b816aeac808e1555,1.285034,103.811609,Child Care Services,pt_ddf2a855242da546,1.280130,103.786260,Child Care Services,2.870249,1_3km
run20260221000458_001421,pt_180b6d6fdddd879c,1.321312,103.858251,Child Care Services,pt_fddd4b3303511e96,1.320539,103.869691,Child Care Services,1.274633,1_3km
run20260221000458_001422,pt_7a8e8e157eb3af4d,1.321587,103.740987,Child Care Services,pt_3e879ad79449f2bb,1.324154,103.869693,Community Club / PAssion WaVe Outlet,14.310487,8_20km
run20260221000458_001423,pt_3edc4a62376079e5,1.363302,103.849667,SportSG Sport Facilities,pt_cd4c2a04a80a8304,1.386428,103.826664,Child Care Services,3.626464,3_8km
run20260221000458_001424,pt_e63c764a25e09e3c,1.291971,103.841157,Child Care Services,pt_bef2c3b8100273c6,1.381466,103.769767,Child Care Services,12.728353,8_20km
run20260221000458_001425,pt_5ac99e11f8602c7c,1.424063,103.833692,SportSG Sport Facilities,pt_76592241eac25deb,1.434998,103.831125,Child Care Services,1.248950,1_3km
run20260221000458_001426,pt_56562f5dd7c82532,1.288502,103.779543,Child Care Services,pt_52e990e49c2fd4d7,1.305078,103.764536,Child Care Services,2.486042,1_3km
run20260221000458_001427,pt_9057e1c2194f1057,1.392968,103.911962,Child Care Services,pt_eef8ba8deda0f3f3,1.344063,103.749244,Child Care Services,18.888003,8_20km
run20260221000458_001428,pt_6e47d7fc13fe5eec,1.444357,103.799120,Child Care Services,pt_e993c3ad5404807f,1.433303,103.791309,Child Care Services,1.504892,1_3km
run20260221000458_001429,pt_de68953e66e32f74,1.311073,103.794876,Hawker Centres,pt_40ce34db6dcff725,1.428036,103.836092,Child Care Services,13.789126,8_20km
run20260221000458_001430,pt_ef0876d099bb2d49,1.303056,103.796483,Child Care Services,pt_cca59863fe68d9e2,1.280286,103.784693,Child Care Services,2.851031,1_3km
run20260221000458_001431,pt_822d7adc3c9e41af,1.329221,103.932502,Child Care Services,pt_9a27f3df20da513d,1.391677,103.900382,Child Care Services,7.808912,3_8km
run20260221000458_001432,pt_cdca844dfca26f85,1.356087,103.931752,Child Care Services,pt_f24721adf8a4da3a,1.385443,103.880763,Child Care Services,6.540838,3_8km
run20260221000458_001433,pt_c15bb2b023eb28a8,1.380517,103.763962,Child Care Services,pt_b18d20bb9a5f5646,1.343608,103.713869,Child Care Services,6.917509,3_8km
run20260221000458_001434,pt_48fb7f0e56e71639,1.432367,103.843301,Child Care Services,pt_5163839c5d4e2c5a,1.323527,103.936424,Child Care Services,15.925746,8_20km
run20260221000458_001435,pt_3e7681928b0d9da7,1.372689,103.961779,Child Care Services,pt_8601aac6f6a66ec7,1.379155,103.936519,Child Care Services,2.898562,1_3km
run20260221000458_001436,pt_9dce123b7356a911,1.432623,103.836319,Child Care Services,pt_f1eba902a04caf8a,1.284786,103.832182,Hawker Centres,16.445156,8_20km
run20260221000458_001437,pt_7ea2915094876b34,1.369293,103.892575,Child Care Services,pt_79fc5ca4e998260d,1.382351,103.890641,Child Care Services,1.467813,1_3km
run20260221000458_001438,pt_595a02e0c6cc75a2,1.314912,103.937730,Child Care Services,pt_f66b69a734422904,1.318518,103.898788,Child Care Services,4.347539,3_8km
run20260221000458_001439,pt_7800836e6f929d63,1.314751,103.918712,Child Care Services,pt_ea9b50992c821d06,1.310041,103.931988,Child Care Services,1.566009,1_3km
run20260221000458_001440,pt_f1836f4d73294a8e,1.389292,103.900231,Child Care Services,pt_61ccc8c9b00c8001,1.397175,103.905230,Child Care Services,1.037854,1_3km
run20260221000458_001441,pt_b6c71eb0d7e8d0a8,1.379150,103.840938,Child Care Services,pt_c2307450f709b55d,1.378491,103.896308,Child Care Services,6.155517,3_8km
run20260221000458_001442,pt_fb11475c305f44b7,1.348127,103.852330,Child Care Services,pt_738dc3512a8df5ad,1.344351,103.871087,Child Care Services,2.126962,1_3km
run20260221000458_001443,pt_52e990e49c2fd4d7,1.305078,103.764536,Child Care Services,pt_c628d1ff71a9872b,1.320831,103.742748,Hawker Centres,2.989106,1_3km
run20260221000458_001444,pt_c60edffa1a825eb0,1.330600,103.849987,SportSG Sport Facilities,pt_209c9d94b88c633f,1.347091,103.854878,Child Care Services,1.912624,1_3km
run20260221000458_001445,pt_78e06a943d418f48,1.331363,103.741684,Child Care Services,pt_b0ef49725ed7d67b,1.441782,103.791758,Child Care Services,13.480885,8_20km
run20260221000458_001446,pt_77f46429cb1e4680,1.332809,103.876090,Child Care Services,pt_113c737f262ff761,1.309418,103.901825,Hawker Centres,3.866446,3_8km
run20260221000458_001447,pt_0a2102fe79f268cc,1.439497,103.791761,Child Care Services,pt_dd5672c2e336b4a3,1.431098,103.798508,Child Care Services,1.197795,1_3km
run20260221000458_001448,pt_a3d4f37d358c7e84,1.283635,103.828128,Child Care Services,pt_0d2f8e8f17ea192b,1.315148,103.836320,Child Care Services,3.620490,3_8km
run20260221000458_001449,pt_5742ba1169ef249b,1.377480,103.890340,Child Care Services,pt_cd0c1565559e8943,1.417580,103.902672,Child Care Services,4.664886,3_8km
run20260221000458_001450,pt_a92425f64923ddd5,1.391340,103.906580,Child Care Services,pt_3b3c5b6ef77dffc8,1.404610,103.908666,Child Care Services,1.493666,1_3km
run20260221000458_001451,pt_c3dcc08b8a7704eb,1.315551,103.927818,Child Care Services,pt_4e57bf9b734dfd30,1.362138,103.841286,Community Club / PAssion WaVe Outlet,10.925459,8_20km
run20260221000458_001452,pt_2278d426fdbf9a1c,1.349104,103.952628,Child Care Services,pt_919f90946fa8b3d0,1.330465,103.928134,Child Care Services,3.421915,3_8km
run20260221000458_001453,pt_99dd8557525c2af9,1.416942,103.815973,Child Care Services,pt_0e9e5d408d2cb186,1.355446,103.742079,Hawker Centres,10.687959,8_20km
run20260221000458_001454,pt_93a6628fbd918326,1.386616,103.906018,Child Care Services,pt_f505ba9d1312465c,1.384564,103.879946,Child Care Services,2.907194,1_3km
run20260221000458_001455,pt_3abaf2eb1058f3b3,1.326948,103.794576,Child Care Services,pt_795223f88a430ba3,1.382460,103.902239,Child Care Services,13.466263,8_20km
run20260221000458_001456,pt_adf10e25cd40d3ec,1.315637,103.938414,Child Care Services,pt_b636745ecd32a58f,1.335865,103.853751,Child Care Services,9.676616,8_20km
run20260221000458_001457,pt_d0ecd60e78072380,1.332779,103.912631,Child Care Services,pt_d9524edbd5ad1e5b,1.318309,103.887754,Child Care Services,3.199468,3_8km
run20260221000458_001458,pt_535dd92e86d255f8,1.339366,103.720184,Child Care Services,pt_3aa5bbe148950455,1.349382,103.698884,Child Care Services,2.616652,1_3km
run20260221000458_001459,pt_ec68f411d9fad7e0,1.376334,103.887399,Child Care Services,pt_56fa9c2e59c508b5,1.312332,103.903418,Child Care Services,7.336104,3_8km
run20260221000458_001460,pt_123a3d1a776d8fd2,1.351254,103.836262,Community Club / PAssion WaVe Outlet,pt_25582a28a1af7f03,1.382764,103.899272,Child Care Services,7.831850,3_8km
run20260221000458_001461,pt_8368c9c6132eca8e,1.327063,103.933218,Hawker Centres,pt_7800836e6f929d63,1.314751,103.918712,Child Care Services,2.115328,1_3km
run20260221000458_001462,pt_d38f0b8a115b7303,1.375218,103.899995,Child Care Services,pt_180b6d6fdddd879c,1.321312,103.858251,Child Care Services,7.580407,3_8km
run20260221000458_001463,pt_bec0eeb15dc1c80d,1.370097,103.837688,Child Care Services,pt_ed038e70b7ec3828,1.373374,103.853040,Child Care Services,1.745043,1_3km
run20260221000458_001464,pt_4e57bf9b734dfd30,1.362138,103.841286,Community Club / PAssion WaVe Outlet,pt_471b4984182b5147,1.386540,103.844716,Child Care Services,2.740037,1_3km
run20260221000458_001465,pt_527dbeb40a5659d0,1.444368,103.816264,Child Care Services,pt_5e5d530cd04b3864,1.331833,103.744879,Child Care Services,14.817304,8_20km
run20260221000458_001466,pt_67010cc1b5474c0d,1.348932,103.844676,Child Care Services,pt_7729e913df27f4d6,1.299684,103.893812,Child Care Services,7.734582,3_8km
run20260221000458_001467,pt_06e2ba4347438092,1.352410,103.886492,Child Care Services,pt_e0d80c7c9b1bfefa,1.347558,103.943815,Child Care Services,6.395056,3_8km
run20260221000458_001468,pt_bae9f50ac1a0db81,1.354870,103.877955,Child Care Services,pt_cd7cd7c7143f8bd7,1.313774,103.762535,Child Care Services,13.620100,8_20km
run20260221000458_001469,pt_e65264b9a4ca2723,1.436253,103.843001,Child Care Services,pt_b098cc7b326695a2,1.370650,103.839410,Child Care Services,7.305635,3_8km
run20260221000458_001470,pt_bd8b263c8fdb3e1a,1.367013,103.950865,Child Care Services,pt_7848cd70d9924c99,1.343758,103.951898,Child Care Services,2.588387,1_3km
run20260221000458_001471,pt_6f976cf7ff6a816a,1.313898,103.882239,Child Care Services,pt_c088b8405a06df23,1.334355,103.888213,Child Care Services,2.369674,1_3km
run20260221000458_001472,pt_4f0caf30846a094a,1.356822,103.870856,Child Care Services,pt_6b1be9c6eaf90a60,1.331241,103.798218,Child Care Services,8.561117,8_20km
run20260221000458_001473,pt_174aff11e2e18a20,1.335574,103.738119,Child Care Services,pt_6df939154b6543ef,1.340510,103.782401,Child Care Services,4.953095,3_8km
run20260221000458_001474,pt_50ab3f26e598cd31,1.387079,103.890776,Child Care Services,pt_a32349e0971ecd23,1.376763,103.878108,Child Care Services,1.816276,1_3km
run20260221000458_001475,pt_a02e76011be418a7,1.350702,103.957052,Child Care Services,pt_761925a5463ac085,1.359086,103.948911,Child Care Services,1.299270,1_3km
run20260221000458_001476,pt_24d0508029971abf,1.331063,103.855267,Child Care Services,pt_5ed3d83e5765c384,1.349761,103.852452,Child Care Services,2.102540,1_3km
run20260221000458_001477,pt_4d48ce1e01b11bb8,1.282656,103.818497,Child Care Services,pt_9388e62ef999c23d,1.278147,103.826959,Child Care Services,1.065969,1_3km
run20260221000458_001478,pt_6e1046856195ded0,1.299150,103.801305,Community Club / PAssion WaVe Outlet,pt_84e75b6ececaa5f0,1.280046,103.788957,Child Care Services,2.529186,1_3km
run20260221000458_001479,pt_110c45543126320b,1.320371,103.884029,Child Care Services,pt_0e4c6d7d3de2c10e,1.325922,103.925810,Child Care Services,4.685431,3_8km
run20260221000458_001480,pt_809ec18fffadb14c,1.390456,103.853974,Child Care Services,pt_9edf94c314e5b98a,1.377923,103.875390,Child Care Services,2.758561,1_3km
run20260221000458_001481,pt_ef811f5906c6247c,1.320799,103.747540,Community Club / PAssion WaVe Outlet,pt_f8b76e1b9eddbd29,1.350422,103.746804,Community Club / PAssion WaVe Outlet,3.294943,3_8km
run20260221000458_001482,pt_37eee6fc60a3be2c,1.389144,103.901353,Child Care Services,pt_73a35f982a9104d1,1.342506,103.867627,Child Care Services,6.399169,3_8km
run20260221000458_001483,pt_5e79ada6dbac79a3,1.326710,103.895046,Child Care Services,pt_b20411933038b7bb,1.313966,103.779998,Child Care Services,12.867624,8_20km
run20260221000458_001484,pt_ec278834b5d8d867,1.421896,103.839487,Child Care Services,pt_9042f50bd7b0139d,1.318060,103.786943,Child Care Services,12.939386,8_20km
run20260221000458_001485,pt_938add39fca5ff6c,1.320498,103.739968,Child Care Services,pt_40d19356c039dbea,1.371260,103.897421,Child Care Services,18.390763,8_20km
run20260221000458_001486,pt_1c721771ab0d6835,1.381248,103.945639,Child Care Services,pt_761925a5463ac085,1.359086,103.948911,Child Care Services,2.491000,1_3km
run20260221000458_001487,pt_7497473f53027575,1.312640,103.872492,Child Care Services,pt_a3602ba32c431863,1.313059,103.851374,Community Club / PAssion WaVe Outlet,2.348060,1_3km
run20260221000458_001488,pt_122dbf5008856969,1.347753,103.697969,Child Care Services,pt_50317a0958710cfd,1.276215,103.807645,Child Care Services,14.557706,8_20km
run20260221000458_001489,pt_4f7085dda3125732,1.363089,103.853536,Community Club / PAssion WaVe Outlet,pt_856451c7357a5c6e,1.368778,103.840274,Child Care Services,1.604237,1_3km
run20260221000458_001490,pt_fd002420b4eacefc,1.313320,103.764517,Hawker Centres,pt_dd7eca01d7c0f91c,1.327608,103.749219,Child Care Services,2.327274,1_3km
run20260221000458_001491,pt_71194ac1141e0912,1.356289,103.750410,Child Care Services,pt_b9b2fbcdf303b505,1.331668,103.850487,Child Care Services,11.456904,8_20km
run20260221000458_001492,pt_63d7fbbdeead7590,1.338936,103.742881,Child Care Services,pt_5f0543adc79353be,1.322312,103.762352,Child Care Services,2.846401,1_3km
run20260221000458_001493,pt_8d0633ad558e6d2b,1.298199,103.838025,Child Care Services,pt_d4673696938e9613,1.360377,103.750767,Child Care Services,11.911859,8_20km
run20260221000458_001494,pt_ec1281dbd9748f4a,1.356874,103.763071,Child Care Services,pt_898fc1210a711039,1.338403,103.772686,Child Care Services,2.315352,1_3km
run20260221000458_001495,pt_9cd1b5d5907367ef,1.324800,103.750271,Child Care Services,pt_ebe1ecb9b2fdedd3,1.304236,103.767853,Child Care Services,3.008110,3_8km
run20260221000458_001496,pt_64467e69b1f2e976,1.314089,103.939482,Child Care Services,pt_05974477bba1a670,1.337023,103.910577,Child Care Services,4.102204,3_8km
run20260221000458_001497,pt_8f9a3a56c28b24e6,1.320079,103.882814,Child Care Services,pt_914074f88c0ba3ba,1.334410,103.875537,Child Care Services,1.787107,1_3km
run20260221000458_001498,pt_732117497291f96c,1.436924,103.792569,Child Care Services,pt_a87ebfaa62a7f9bd,1.392074,103.743100,Child Care Services,7.423636,3_8km
run20260221000458_001499,pt_ba6d3864141e964c,1.361404,103.952154,Child Care Services,pt_c138b6747e084213,1.338085,103.922091,Child Care Services,4.229879,3_8km
run20260221000458_001500,pt_1c68a7df183419fc,1.350173,103.739086,Child Care Services,pt_c9ae2d2ced0be005,1.385296,103.766171,Child Care Services,4.931347,3_8km
run20260221000458_001501,pt_9bc90a27f2d1d440,1.374159,103.897685,Child Care Services,pt_3683b5066f21c349,1.374651,103.881223,Child Care Services,1.830782,1_3km
run20260221000458_001502,pt_352e5a9a2e8e1eff,1.323370,103.904404,Child Care Services,pt_1bc0c1ea9aae911d,1.329820,103.888575,Child Care Services,1.900183,1_3km
run20260221000458_001503,pt_4eb01311ae560665,1.319725,103.756238,Child Care Services,pt_e457003c8a91c826,1.377423,103.764969,Child Care Services,6.488724,3_8km
run20260221000458_001504,pt_4b52a1aa9c664845,1.380527,103.947689,Child Care Services,pt_5a7e3db435f1cd8d,1.334069,103.946417,Child Care Services,5.167829,3_8km
run20260221000458_001505,pt_0dd110049e91c73a,1.336074,103.879854,Child Care Services,pt_039f998646b5fed9,1.340638,103.856983,Child Care Services,2.592601,1_3km
run20260221000458_001506,pt_45dde73636664843,1.395522,103.902214,Child Care Services,pt_e999b8ed3a1f4e9d,1.318975,103.880827,Child Care Services,8.837437,8_20km
run20260221000458_001507,pt_35644bd46b675671,1.318488,103.766702,Child Care Services,pt_a6ab6bbabe880cdf,1.325889,103.800747,Child Care Services,3.873064,3_8km
run20260221000458_001508,pt_ff9ec81a715ddcb8,1.371626,103.950114,Child Care Services,pt_16cce7b2e9165b36,1.374941,103.960590,Child Care Services,1.221489,1_3km
run20260221000458_001509,pt_b7965b0c44ffb4b0,1.304511,103.791460,Child Care Services,pt_011902fba0d3f643,1.293236,103.802904,Hawker Centres,1.786136,1_3km
run20260221000458_001510,pt_6700722a786ab769,1.386136,103.894214,Child Care Services,pt_f2de9d39c64455a8,1.401352,103.910104,Child Care Services,2.445958,1_3km
run20260221000458_001511,pt_8abbb8828eaee056,1.388973,103.909652,Child Care Services,pt_188ba60dd9a862fc,1.320615,103.905458,Child Care Services,7.615348,3_8km
run20260221000458_001512,pt_6bc9616c6d0964d5,1.392767,103.900867,Child Care Services,pt_7d4fea5d0b064469,1.346298,103.947506,Child Care Services,7.319736,3_8km
run20260221000458_001513,pt_333692a6c8669736,1.328656,103.870311,Child Care Services,pt_73a35f982a9104d1,1.342506,103.867627,Child Care Services,1.568686,1_3km
run20260221000458_001514,pt_c6fe442ec0b0304c,1.308683,103.761410,Child Care Services,pt_de68953e66e32f74,1.311073,103.794876,Hawker Centres,3.729757,3_8km
run20260221000458_001515,pt_486619985ab7a6c1,1.441540,103.773300,Child Care Services,pt_b07eddd05d79604e,1.437031,103.825927,Child Care Services,5.871455,3_8km
run20260221000458_001516,pt_8d0633ad558e6d2b,1.298199,103.838025,Child Care Services,pt_0d2f8e8f17ea192b,1.315148,103.836320,Child Care Services,1.894150,1_3km
run20260221000458_001517,pt_1852b9e213796e8f,1.285046,103.849079,Child Care Services,pt_9b00e90435e2f534,1.364107,103.848242,Hawker Centres,8.791674,8_20km
run20260221000458_001518,pt_55ec2f9206fae514,1.293273,103.799915,Child Care Services,pt_55e08e0729ad4a6f,1.308860,103.808309,Child Care Services,1.968425,1_3km
run20260221000458_001519,pt_54c944a2e3ed0872,1.379307,103.936272,Child Care Services,pt_5afaeb3f96a54455,1.359241,103.937647,Child Care Services,2.236467,1_3km
run20260221000458_001520,pt_813c856424e45bbf,1.317891,103.941904,Child Care Services,pt_ed3dab4d4bb55ec4,1.336312,103.922392,Child Care Services,2.983356,1_3km
run20260221000458_001521,pt_d94593cf4fbab9ba,1.400471,103.746343,Child Care Services,pt_3aa6243a8f2cfcba,1.389591,103.767447,Child Care Services,2.639537,1_3km
run20260221000458_001522,pt_9ec916380346a308,1.311728,103.952223,Community Club / PAssion WaVe Outlet,pt_e32e5afd17c0aa8d,1.391889,103.901675,Child Care Services,10.536835,8_20km
run20260221000458_001523,pt_77f46429cb1e4680,1.332809,103.876090,Child Care Services,pt_62aa36d5a7ac6f73,1.354427,103.878038,Child Care Services,2.413546,1_3km
run20260221000458_001524,pt_f30ae51522514797,1.282055,103.818078,Child Care Services,pt_4e57bf9b734dfd30,1.362138,103.841286,Community Club / PAssion WaVe Outlet,9.271024,8_20km
run20260221000458_001525,pt_354a93453bc1989f,1.368375,103.849151,Child Care Services,pt_661a7186d3281b3a,1.374619,103.872573,Child Care Services,2.694644,1_3km
run20260221000458_001526,pt_77f46429cb1e4680,1.332809,103.876090,Child Care Services,pt_8135532466db0eb1,1.305652,103.878756,SportSG Sport Facilities,3.034229,3_8km
run20260221000458_001527,pt_304a26b8370aed7a,1.386398,103.899960,Child Care Services,pt_d5a26385a9207431,1.417494,103.835749,Child Care Services,7.931204,3_8km
run20260221000458_001528,pt_b88b8b29e50057cc,1.314618,103.865922,Child Care Services,pt_c3dc437bee937299,1.330281,103.866402,Child Care Services,1.742463,1_3km
run20260221000458_001529,pt_b04e321a26ccf2b5,1.317320,103.808057,Child Care Services,pt_d3b2ba78474a45a3,1.293336,103.807614,Child Care Services,2.667354,1_3km
run20260221000458_001530,pt_512bae3f6b84a739,1.445653,103.831433,Child Care Services,pt_da29f170c4289002,1.419357,103.833073,Child Care Services,2.929659,1_3km
run20260221000458_001531,pt_81129f6f85a6122c,1.333708,103.907541,Child Care Services,pt_781fbc2e53ea714f,1.431511,103.774428,Child Care Services,18.363726,8_20km
run20260221000458_001532,pt_b7f1f35d572bb2a9,1.336453,103.872761,Child Care Services,pt_9cc99f7dc2fea074,1.321463,103.870005,Hawker Centres,1.694735,1_3km
run20260221000458_001533,pt_3cc67fcdebaafa32,1.283661,103.817073,Hawker Centres,pt_2741c25ea7925e1b,1.280005,103.826013,Hawker Centres,1.073765,1_3km
run20260221000458_001534,pt_8d27b45dcfe1ec5b,1.374166,103.957270,Child Care Services,pt_be4b64be17b787a3,1.293069,103.827034,Child Care Services,17.056355,8_20km
run20260221000458_001535,pt_79c7a7313f8b1e1c,1.437899,103.799779,Child Care Services,pt_29ea72dd4026585d,1.446151,103.815652,Child Care Services,1.988767,1_3km
run20260221000458_001536,pt_ffc215d273128f42,1.347939,103.928840,Child Care Services,pt_1b5716342d93af4c,1.379392,103.878284,Child Care Services,6.619370,3_8km
run20260221000458_001537,pt_7e534c6ec634e51d,1.378429,103.942476,Community Club / PAssion WaVe Outlet,pt_7e255ede88e608b0,1.310672,103.885032,Child Care Services,9.876342,8_20km
run20260221000458_001538,pt_14d4fc115a9e3c6b,1.391726,103.877000,Community Club / PAssion WaVe Outlet,pt_0943e206d57f5e7d,1.393328,103.886618,Child Care Services,1.083895,1_3km
run20260221000458_001539,pt_498d1d1753555b45,1.328406,103.796563,Child Care Services,pt_9704a5b3625936fa,1.338436,103.742667,Child Care Services,6.094260,3_8km
run20260221000458_001540,pt_0267066db0ce84a8,1.376442,103.890134,Child Care Services,pt_a02e76011be418a7,1.350702,103.957052,Child Care Services,7.970459,3_8km
run20260221000458_001541,pt_ec1281dbd9748f4a,1.356874,103.763071,Child Care Services,pt_fc628fffdd462127,1.347377,103.758003,Child Care Services,1.196900,1_3km
run20260221000458_001542,pt_7b4191709e56419b,1.356752,103.734500,Community Club / PAssion WaVe Outlet,pt_17d5705ce8312f4b,1.343058,103.700135,Child Care Services,4.112444,3_8km
