od_id,origin_point_id,origin_lat,origin_lon,origin_dataset_source,dest_point_id,dest_lat,dest_lon,dest_dataset_source,distance_km,distance_bucket
run20260221000458_000349,pt_4f7c101bedf29d26,1.319013,103.885169,Child Care Services,pt_312d4449d5a0f16e,1.343724,103.879499,Child Care Services,2.819104,1_3km
run20260221000458_000350,pt_17ff88516468db94,1.310254,103.799257,Child Care Services,pt_984cd87da5821bc4,1.303728,103.789790,Child Care Services,1.278336,1_3km
run20260221000458_000351,pt_c49eefe433a27fb3,1.276323,103.842195,SportSG Sport Facilities,pt_418779f4658a050a,1.323428,103.854060,Hawker Centres,5.401358,3_8km
run20260221000458_000352,pt_4a2773d4a62790c1,1.338583,103.857192,Child Care Services,pt_738386c37eee399f,1.346565,103.882794,Child Care Services,2.981216,1_3km
run20260221000458_000353,pt_85bac4472bb3412e,1.334641,103.847990,Child Care Services,pt_074014978b52b4f2,1.316440,103.835488,Child Care Services,2.455099,1_3km
run20260221000458_000354,pt_3dcd3f37875e8cce,1.365960,103.888646,Child Care Services,pt_1f0f19e19796f580,1.331736,103.896946,Child Care Services,3.915789,3_8km
run20260221000458_000355,pt_575667eb3aec82e2,1.396610,103.749729,Child Care Services,pt_40a4c65973b190c4,1.365592,103.848387,Child Care Services,11.496643,8_20km
run20260221000458_000356,pt_5a1ec92a0bff8978,1.378842,103.750339,Child Care Services,pt_c15bb2b023eb28a8,1.380517,103.763962,Child Care Services,1.525780,1_3km
run20260221000458_000357,pt_477a3a3ddd297158,1.301211,103.872905,Child Care Services,pt_438c6ef132501f33,1.319217,103.863021,Hawker Centres,2.283854,1_3km
run20260221000458_000358,pt_cae5b7b999b6b652,1.309568,103.913675,Child Care Services,pt_e086a50a2f9f2826,1.275931,103.819753,Child Care Services,11.090711,8_20km
run20260221000458_000359,pt_85bac4472bb3412e,1.334641,103.847990,Child Care Services,pt_a7bddc28704b5ec6,1.325408,103.858566,Child Care Services,1.560853,1_3km
run20260221000458_000360,pt_ed65537bdae065dd,1.291075,103.828690,Child Care Services,pt_e63c764a25e09e3c,1.291971,103.841157,Child Care Services,1.389491,1_3km
run20260221000458_000361,pt_9af502fdc9d390b1,1.337888,103.746604,Child Care Services,pt_c5ace786c6b584c3,1.330505,103.725644,SportSG Sport Facilities,2.470410,1_3km
run20260221000458_000362,pt_f3ea23b94a3ecfb6,1.364453,103.853655,Child Care Services,pt_270399e60022e53c,1.349936,103.875056,Child Care Services,2.874962,1_3km
run20260221000458_000363,pt_dc81e8fe35c0bc72,1.323159,103.920980,Child Care Services,pt_3d7896a6dfea0d61,1.302360,103.883909,Hawker Centres,4.725635,3_8km
run20260221000458_000364,pt_ccd42830b1a1feb5,1.371711,103.871233,Child Care Services,pt_a60914317efaeb42,1.371078,103.894100,Child Care Services,2.542940,1_3km
run20260221000458_000365,pt_187d1023914121f2,1.353134,103.940408,Hawker Centres,pt_ba6d3864141e964c,1.361404,103.952154,Child Care Services,1.597047,1_3km
run20260221000458_000366,pt_90d44dcdd8bdf60c,1.302614,103.797294,Child Care Services,pt_23dfa83c8572d36e,1.344094,103.746409,Child Care Services,7.298736,3_8km
run20260221000458_000367,pt_cce020c0836fdb6f,1.302795,103.863598,Community Club / PAssion WaVe Outlet,pt_b20ca2500090c11c,1.357291,103.845846,Child Care Services,6.372913,3_8km
run20260221000458_000368,pt_76d332b91cb123ad,1.347553,103.848880,Child Care Services,pt_9cc99f7dc2fea074,1.321463,103.870005,Hawker Centres,3.732427,3_8km
run20260221000458_000369,pt_a4d9f7e54c6c3649,1.346788,103.853710,Child Care Services,pt_789c078c8608623f,1.370055,103.854881,Child Care Services,2.590445,1_3km
run20260221000458_000370,pt_ff9ec81a715ddcb8,1.371626,103.950114,Child Care Services,pt_19ff268b72b5fe50,1.355018,103.962434,Child Care Services,2.299134,1_3km
run20260221000458_000371,pt_51f7a555c98f3139,1.340788,103.775215,Hawker Centres,pt_a2530196b108ba2b,1.329436,103.870868,Child Care Services,10.707902,8_20km
run20260221000458_000372,pt_477a3a3ddd297158,1.301211,103.872905,Child Care Services,pt_bbd21761029d31e1,1.375736,103.739585,Child Care Services,16.979905,8_20km
run20260221000458_000373,pt_719eeda573ff6eee,1.372749,103.850191,Child Care Services,pt_84e75b6ececaa5f0,1.280046,103.788957,Child Care Services,12.352870,8_20km
run20260221000458_000374,pt_84e75b6ececaa5f0,1.280046,103.788957,Child Care Services,pt_dbdc0364f2abd9f2,1.303695,103.846833,Child Care Services,6.950531,3_8km
run20260221000458_000375,pt_4a8c51f50c16bb3c,1.297788,103.839165,Child Care Services,pt_209c9d94b88c633f,1.347091,103.854878,Child Care Services,5.753790,3_8km
run20260221000458_000376,pt_f3c20c4161901138,1.345946,103.724619,Child Care Services,pt_e1bad62c538bf2ad,1.342919,103.767221,Child Care Services,4.747768,3_8km
run20260221000458_000377,pt_76632716296bf94a,1.363266,103.746557,Child Care Services,pt_b277ebe288758128,1.403746,103.909883,Child Care Services,18.705373,8_20km
run20260221000458_000378,pt_6141936a9e138f12,1.370573,103.888072,SportSG Sport Facilities,pt_8fe9bfc67b07ee9e,1.297417,103.843201,Child Care Services,9.542129,8_20km
run20260221000458_000379,pt_781466cf7c3112e6,1.273250,103.808429,Hawker Centres,pt_6e1046856195ded0,1.299150,103.801305,Community Club / PAssion WaVe Outlet,2.986853,1_3km
run20260221000458_000380,pt_296e8b098091071b,1.347295,103.734573,Child Care Services,pt_56de446c38406510,1.350556,103.725342,Community Club / PAssion WaVe Outlet,1.088338,1_3km
run20260221000458_000381,pt_ef93945615215e22,1.293782,103.793017,Child Care Services,pt_626cba73715e7c3b,1.316241,103.805637,Hawker Centres,2.864405,1_3km
run20260221000458_000382,pt_2672a9e9d4563d81,1.344062,103.766278,Child Care Services,pt_ac913f1664dfbf3f,1.349902,103.708191,Child Care Services,6.489766,3_8km
run20260221000458_000383,pt_613d8e9006beac87,1.288122,103.799445,Child Care Services,pt_e1d1c9decf37ef26,1.298556,103.814673,Child Care Services,2.052269,1_3km
run20260221000458_000384,pt_3c127e6eb2fbdb49,1.323065,103.854996,Hawker Centres,pt_512e5dd2760a828d,1.282142,103.850755,Child Care Services,4.574788,3_8km
run20260221000458_000385,pt_e39f345f05de9913,1.307176,103.853940,Child Care Services,pt_ce1e2ba7d7c9de78,1.305105,103.912660,Child Care Services,6.531730,3_8km
run20260221000458_000386,pt_f96efd1d111bda85,1.314692,103.894481,Child Care Services,pt_5320dbceb9bdb64b,1.326980,103.928131,Child Care Services,3.982449,3_8km
run20260221000458_000387,pt_35a373a2f8f34b9a,1.296461,103.855543,Child Care Services,pt_753df90fab1d44b2,1.337360,103.851198,Child Care Services,4.573340,3_8km
run20260221000458_000388,pt_b4b5b4427ded44aa,1.376451,103.770559,Community Club / PAssion WaVe Outlet,pt_ac913f1664dfbf3f,1.349902,103.708191,Child Care Services,7.535387,3_8km
run20260221000458_000389,pt_d1677b6c61c2c970,1.435078,103.786620,Child Care Services,pt_6d9afe3f6523b177,1.434758,103.802721,Child Care Services,1.790142,1_3km
run20260221000458_000390,pt_7b12e9f04aeabc24,1.356303,103.837494,Child Care Services,pt_074014978b52b4f2,1.316440,103.835488,Child Care Services,4.438169,3_8km
run20260221000458_000391,pt_e9de3d07bc24c74f,1.351354,103.716392,Child Care Services,pt_f5562a204715a59d,1.323297,103.739388,Child Care Services,4.033362,3_8km
run20260221000458_000392,pt_e1f737e1b473e478,1.391837,103.871190,Child Care Services,pt_da29f170c4289002,1.419357,103.833073,Child Care Services,5.226613,3_8km
run20260221000458_000393,pt_bde7ebb321db354c,1.321679,103.757399,Child Care Services,pt_24e38c76423bfe7a,1.337825,103.740093,Child Care Services,2.631422,1_3km
run20260221000458_000394,pt_180b6d6fdddd879c,1.321312,103.858251,Child Care Services,pt_cce020c0836fdb6f,1.302795,103.863598,Community Club / PAssion WaVe Outlet,2.143078,1_3km
run20260221000458_000395,pt_a966f7d4cfaeeeea,1.344409,103.705195,Child Care Services,pt_9b00e90435e2f534,1.364107,103.848242,Hawker Centres,16.051798,8_20km
run20260221000458_000396,pt_341a768a9801c050,1.303209,103.914301,Child Care Services,pt_1bc0c1ea9aae911d,1.329820,103.888575,Child Care Services,4.115148,3_8km
run20260221000458_000397,pt_7e45e3f816c4145b,1.281122,103.810031,Child Care Services,pt_fb407a61fce181de,1.276614,103.843162,Hawker Centres,3.717036,3_8km
run20260221000458_000398,pt_bedc026f9b33dbb2,1.312009,103.789211,Community Club / PAssion WaVe Outlet,pt_291fb0c831fbf699,1.293727,103.805685,Child Care Services,2.736127,1_3km
run20260221000458_000399,pt_bec0eeb15dc1c80d,1.370097,103.837688,Child Care Services,pt_ce04f432a5dcfad3,1.375249,103.743450,Child Care Services,10.491433,8_20km
run20260221000458_000400,pt_b9b2fbcdf303b505,1.331668,103.850487,Child Care Services,pt_cf1bd6837dcb6030,1.390440,103.898664,Child Care Services,8.449250,8_20km
run20260221000458_000401,pt_311851593760f2e5,1.319619,103.811714,Child Care Services,pt_d9cd64258572aac9,1.304450,103.812223,Child Care Services,1.687665,1_3km
run20260221000458_000402,pt_3b3c5b6ef77dffc8,1.404610,103.908666,Child Care Services,pt_d6e268d5e4a16513,1.342602,103.796693,Child Care Services,14.229362,8_20km
run20260221000458_000403,pt_3e879ad79449f2bb,1.324154,103.869693,Community Club / PAssion WaVe Outlet,pt_e999b8ed3a1f4e9d,1.318975,103.880827,Child Care Services,1.365128,1_3km
run20260221000458_000404,pt_afb18bc83406bb96,1.284887,103.822782,Child Care Services,pt_8f701d3718b6faf5,1.387194,103.761084,Hawker Centres,13.283627,8_20km
run20260221000458_000405,pt_5d39adf69f8a5a3d,1.369075,103.838221,Child Care Services,pt_0267066db0ce84a8,1.376442,103.890134,Child Care Services,5.828657,3_8km
run20260221000458_000406,pt_521d78a65814b876,1.344811,103.853093,Child Care Services,pt_1c6f43b4c9a97266,1.320954,103.852301,Child Care Services,2.654238,1_3km
run20260221000458_000407,pt_919f90946fa8b3d0,1.330465,103.928134,Child Care Services,pt_9ec916380346a308,1.311728,103.952223,Community Club / PAssion WaVe Outlet,3.392897,3_8km
run20260221000458_000408,pt_bedc698ddbd5c86b,1.355051,103.961600,Child Care Services,pt_5bce56ab36c67a60,1.348292,103.941192,Child Care Services,2.389886,1_3km
run20260221000458_000409,pt_e999b8ed3a1f4e9d,1.318975,103.880827,Child Care Services,pt_142b16b105cdea0a,1.321007,103.859824,Child Care Services,2.345715,1_3km
run20260221000458_000410,pt_841f737256208b2c,1.343849,103.950438,Child Care Services,pt_8a5bc274f477269c,1.352290,103.941871,Child Care Services,1.337132,1_3km
run20260221000458_000411,pt_be914335f96c1846,1.382272,103.845768,SportSG Sport Facilities,pt_898933f026ddaa2e,1.379298,103.831505,Child Care Services,1.619632,1_3km
run20260221000458_000412,pt_d5619f5a45f8ce91,1.312839,103.826032,Child Care Services,pt_195623e639d5eb59,1.354655,103.863861,Child Care Services,6.269299,3_8km
run20260221000458_000413,pt_3326d6166bcadcd5,1.420063,103.843561,Child Care Services,pt_8d81f99d7ae3ca3b,1.378056,103.738932,Child Care Services,12.533641,8_20km
run20260221000458_000414,pt_bb9e6bf530e63dcc,1.329872,103.901930,Child Care Services,pt_f7fdd41b14c1a427,1.337505,103.844905,SportSG Sport Facilities,6.395740,3_8km
run20260221000458_000415,pt_48a4ece530ce9b38,1.294993,103.866775,Community Club / PAssion WaVe Outlet,pt_e1a52174f7be75d9,1.381997,103.897031,Child Care Services,10.242388,8_20km
run20260221000458_000416,pt_a0b335fd476582a5,1.357526,103.760076,Child Care Services,pt_03020c20a39eacf2,1.344351,103.697497,Child Care Services,7.109118,3_8km
run20260221000458_000417,pt_865199d6aa85a80f,1.365734,103.866874,Child Care Services,pt_d9a061e9acd23530,1.368971,103.843285,Child Care Services,2.646818,1_3km
run20260221000458_000418,pt_147021e33c5eea97,1.314842,103.879123,Child Care Services,pt_83aa92df5cdb0988,1.286680,103.813766,SportSG Sport Facilities,7.911606,3_8km
run20260221000458_000419,pt_53077d8c2a25243d,1.313131,103.850868,Child Care Services,pt_7f49408df80e2bdc,1.355698,103.832276,Child Care Services,5.164791,3_8km
run20260221000458_000420,pt_67010cc1b5474c0d,1.348932,103.844676,Child Care Services,pt_4f7085dda3125732,1.363089,103.853536,Community Club / PAssion WaVe Outlet,1.856910,1_3km
run20260221000458_000421,pt_bb03ccf08b336927,1.383152,103.892296,Community Club / PAssion WaVe Outlet,pt_2022da01db7cec7f,1.351461,103.956075,Child Care Services,7.917332,3_8km
run20260221000458_000422,pt_4f28f12970aba950,1.399107,103.914597,Child Care Services,pt_e18d79e509b8759f,1.358578,103.881854,Child Care Services,5.792907,3_8km
run20260221000458_000423,pt_88d237c23567f739,1.380988,103.840628,Hawker Centres,pt_c367d0194247e488,1.364867,103.890728,Child Care Services,5.850645,3_8km
run20260221000458_000424,pt_25067fbc4b933192,1.320959,103.884129,Child Care Services,pt_c64eb1f3220c0fd7,1.291028,103.825341,Child Care Services,7.333892,3_8km
run20260221000458_000425,pt_9275e9a863a7ae3d,1.438359,103.825924,Child Care Services,pt_5441b4d1ac0b4fcc,1.334704,103.929041,Child Care Services,16.255484,8_20km
run20260221000458_000426,pt_3c87bc5f90042d62,1.425906,103.823772,Child Care Services,pt_1a57af0c3fb2f638,1.344807,103.956997,Child Care Services,17.339126,8_20km
run20260221000458_000427,pt_e575e589bd909b96,1.337875,103.964470,Child Care Services,pt_ac4977a76c4ef2c5,1.334399,103.914501,Child Care Services,5.568220,3_8km
run20260221000458_000428,pt_bc8e86d66666e57f,1.396008,103.910765,Child Care Services,pt_1412a2b851b4dc92,1.335383,103.844831,Community Club / PAssion WaVe Outlet,9.958133,8_20km
run20260221000458_000429,pt_86f82350ad948137,1.316300,103.860397,Child Care Services,pt_8d7a6b5726966775,1.284929,103.808521,Child Care Services,6.739800,3_8km
run20260221000458_000430,pt_8af8508e29d368ec,1.364168,103.876885,Child Care Services,pt_67010cc1b5474c0d,1.348932,103.844676,Child Care Services,3.961059,3_8km
run20260221000458_000431,pt_e1f737e1b473e478,1.391837,103.871190,Child Care Services,pt_47704b2f1c685530,1.370677,103.885941,Child Care Services,2.867905,1_3km
run20260221000458_000432,pt_81129f6f85a6122c,1.333708,103.907541,Child Care Services,pt_f603b93c64be2700,1.370438,103.765306,Child Care Services,16.330376,8_20km
run20260221000458_000433,pt_535dd92e86d255f8,1.339366,103.720184,Child Care Services,pt_10dbc0f0857e21dc,1.356142,103.737292,Child Care Services,2.663939,1_3km
run20260221000458_000434,pt_d4d82ac1d8dcf9b0,1.334357,103.845404,Child Care Services,pt_bfcc23b496abaa25,1.311059,103.791887,Child Care Services,6.488812,3_8km
run20260221000458_000435,pt_fbf572af01096110,1.357239,103.867837,Child Care Services,pt_4c855b9e65702091,1.363916,103.876130,Child Care Services,1.183677,1_3km
run20260221000458_000436,pt_668c105835b01b5a,1.337843,103.954982,Child Care Services,pt_0948f04bfc9e4f38,1.354615,103.947117,Child Care Services,2.059731,1_3km
run20260221000458_000437,pt_66cd81707ebdc003,1.368435,103.875007,Child Care Services,pt_7e255ede88e608b0,1.310672,103.885032,Child Care Services,6.518916,3_8km
run20260221000458_000438,pt_25067fbc4b933192,1.320959,103.884129,Child Care Services,pt_4d8e3cdb46ee1985,1.339791,103.872014,Hawker Centres,2.489720,1_3km
run20260221000458_000439,pt_7189c86893ad6b83,1.308466,103.878985,Child Care Services,pt_6ee96a851c5b1f07,1.381517,103.841428,Community Club / PAssion WaVe Outlet,9.133023,8_20km
run20260221000458_000440,pt_2773f3c3e439876d,1.348303,103.932452,Child Care Services,pt_28175a7a4c731f4c,1.334334,103.917713,Child Care Services,2.257701,1_3km
run20260221000458_000441,pt_1f31f1bcf344d6cd,1.282143,103.849459,Child Care Services,pt_13b23c29a351326b,1.294570,103.842050,Child Care Services,1.608664,1_3km
run20260221000458_000442,pt_471b4984182b5147,1.386540,103.844716,Child Care Services,pt_a2f0cec87295f338,1.336356,103.888716,Child Care Services,7.420411,3_8km
run20260221000458_000443,pt_26ea5ceceff5ec05,1.334415,103.868694,Child Care Services,pt_8f86357fe67880f0,1.443376,103.772918,Child Care Services,16.129072,8_20km
run20260221000458_000444,pt_b05f1426683ea3b8,1.354799,103.952611,Child Care Services,pt_5afaeb3f96a54455,1.359241,103.937647,Child Care Services,1.735236,1_3km
run20260221000458_000445,pt_3655b90efdee033b,1.389346,103.903079,Child Care Services,pt_a7101906abad55dc,1.395106,103.878697,Child Care Services,2.785002,1_3km
run20260221000458_000446,pt_434b9be7231f8285,1.378167,103.768366,Child Care Services,pt_53077d8c2a25243d,1.313131,103.850868,Child Care Services,11.679441,8_20km
run20260221000458_000447,pt_d7188ac17d0bf862,1.378800,103.880364,Child Care Services,pt_510fa9f61e2fdef3,1.296089,103.811943,Child Care Services,11.934688,8_20km
run20260221000458_000448,pt_314bc214ae3305fc,1.380312,103.768074,Child Care Services,pt_8af8508e29d368ec,1.364168,103.876885,Child Care Services,12.228243,8_20km
run20260221000458_000449,pt_1d3891ae854d2e45,1.283431,103.818223,Child Care Services,pt_142b16b105cdea0a,1.321007,103.859824,Child Care Services,6.232577,3_8km
run20260221000458_000450,pt_d5e115d73913e857,1.335383,103.857004,Hawker Centres,pt_8bef0eac8e1c0d9e,1.354598,103.859305,Child Care Services,2.151867,1_3km
run20260221000458_000451,pt_a22338758efdadc2,1.360751,103.957877,Child Care Services,pt_879ff657109fa150,1.377909,103.942281,Child Care Services,2.577932,1_3km
run20260221000458_000452,pt_a8fb2ce795954d7b,1.309742,103.864102,Child Care Services,pt_a22338758efdadc2,1.360751,103.957877,Child Care Services,11.867626,8_20km
run20260221000458_000453,pt_a9cb571a07f69556,1.382898,103.768275,Child Care Services,pt_d58691c9fdfe2f58,1.391318,103.745931,Child Care Services,2.654412,1_3km
run20260221000458_000454,pt_b96456e77d343f37,1.445129,103.791320,Child Care Services,pt_cd0c1565559e8943,1.417580,103.902672,Child Care Services,12.751338,8_20km
run20260221000458_000455,pt_5138a085c0cb839a,1.382137,103.743398,Child Care Services,pt_295956a0ae34a28f,1.441505,103.772132,Child Care Services,7.333557,3_8km
run20260221000458_000456,pt_3a7507998b1bbd8d,1.325356,103.911700,Child Care Services,pt_7d4fea5d0b064469,1.346298,103.947506,Child Care Services,4.611494,3_8km
run20260221000458_000457,pt_5aedd1586eee5765,1.284855,103.835333,Child Care Services,pt_cd49134d0cef88a6,1.287134,103.807001,Child Care Services,3.159759,3_8km
run20260221000458_000458,pt_fd81701ceea2a966,1.303708,103.862345,Child Care Services,pt_bb9e6bf530e63dcc,1.329872,103.901930,Child Care Services,5.275258,3_8km
run20260221000458_000459,pt_e1258ee83fd3208a,1.307344,103.856889,Hawker Centres,pt_d18ccd614b38f163,1.331367,103.855870,Child Care Services,2.673636,1_3km
run20260221000458_000460,pt_d5756ef4e01bf81c,1.362849,103.750843,Child Care Services,pt_c20972e744cf10ac,1.341178,103.772116,Child Care Services,3.376228,3_8km
run20260221000458_000461,pt_1525d927dd40f8dc,1.331434,103.936865,Child Care Services,pt_914074f88c0ba3ba,1.334410,103.875537,Child Care Services,6.825544,3_8km
run20260221000458_000462,pt_a0b84cf1db8664b0,1.323034,103.915442,Child Care Services,pt_99b3046528463a1a,1.308863,103.885373,Child Care Services,3.695429,3_8km
run20260221000458_000463,pt_7d7739f710a7dd6f,1.347203,103.724769,Child Care Services,pt_8d72cff26804e937,1.331952,103.721514,Child Care Services,1.734007,1_3km
run20260221000458_000464,pt_aff107f034a88a26,1.321893,103.824963,Child Care Services,pt_83ee1d0578c2f820,1.429452,103.778711,Child Care Services,13.018334,8_20km
run20260221000458_000465,pt_b49859945f3cb5ab,1.378214,103.751983,Child Care Services,pt_b420d5283277bf91,1.379964,103.763048,Child Care Services,1.245313,1_3km
run20260221000458_000466,pt_b81c58b156a0fe89,1.435639,103.790326,Child Care Services,pt_f2eaf9a6a5842827,1.367704,103.854214,Child Care Services,10.368233,8_20km
run20260221000458_000467,pt_32b49fc7bc494c57,1.332740,103.936224,Child Care Services,pt_8a5bc274f477269c,1.352290,103.941871,Child Care Services,2.262683,1_3km
run20260221000458_000468,pt_478a52da791cb681,1.444690,103.822442,Child Care Services,pt_48fb7f0e56e71639,1.432367,103.843301,Child Care Services,2.693305,1_3km
run20260221000458_000469,pt_bbbb75a814a498a4,1.378467,103.900804,Child Care Services,pt_aa7f233aaeed1d5e,1.396627,103.889865,Child Care Services,2.357168,1_3km
run20260221000458_000470,pt_a66d39080dc53e34,1.322612,103.920876,Child Care Services,pt_59032bd704240762,1.381871,103.875496,Child Care Services,8.298619,8_20km
run20260221000458_000471,pt_f598a731bbe89af4,1.276622,103.841156,Child Care Services,pt_f716be3f77c658c1,1.285261,103.835373,Child Care Services,1.155886,1_3km
run20260221000458_000472,pt_201826e0a5ceb7c5,1.300614,103.842228,Child Care Services,pt_9f0702edb296ed4c,1.303583,103.765285,Child Care Services,8.559831,8_20km
run20260221000458_000473,pt_841f737256208b2c,1.343849,103.950438,Child Care Services,pt_d2b81bf28e66617f,1.355706,103.933753,Child Care Services,2.275623,1_3km
run20260221000458_000474,pt_f1836f4d73294a8e,1.389292,103.900231,Child Care Services,pt_c8d96c4e004328c8,1.377311,103.746705,Child Care Services,17.118256,8_20km
run20260221000458_000475,pt_2b9d305333750bb7,1.348751,103.935633,Community Club / PAssion WaVe Outlet,pt_81ff4c5494ceeddc,1.402128,103.913578,Child Care Services,6.421684,3_8km
run20260221000458_000476,pt_c1ef06dbaa3e6ede,1.401854,103.910410,Child Care Services,pt_84ace36bf78dd6fe,1.392342,103.903331,Child Care Services,1.318308,1_3km
run20260221000458_000477,pt_9061b3ff1497c426,1.352210,103.880165,Child Care Services,pt_03e8738184c32d5b,1.311916,103.839570,Hawker Centres,6.359212,3_8km
run20260221000458_000478,pt_1859bc439ced6f44,1.358946,103.750366,Child Care Services,pt_0d0c1193edfcba33,1.334025,103.742586,Child Care Services,2.902914,1_3km
run20260221000458_000479,pt_eff6dd7e069dd7b9,1.280189,103.828178,Child Care Services,pt_83aa92df5cdb0988,1.286680,103.813766,SportSG Sport Facilities,1.757213,1_3km
run20260221000458_000480,pt_8fbd9d8ffee620ad,1.396992,103.895995,Child Care Services,pt_091de3d31381e635,1.402486,103.916751,Child Care Services,2.386779,1_3km
run20260221000458_000481,pt_104b38d432064ec2,1.312984,103.870430,Child Care Services,pt_c3dc437bee937299,1.330281,103.866402,Child Care Services,1.974774,1_3km
run20260221000458_000482,pt_c86d18b039293b74,1.367111,103.898250,Child Care Services,pt_a68182adbcd63b34,1.354560,103.882800,Child Care Services,2.213018,1_3km
run20260221000458_000483,pt_ffc215d273128f42,1.347939,103.928840,Child Care Services,pt_919f90946fa8b3d0,1.330465,103.928134,Child Care Services,1.944605,1_3km
run20260221000458_000484,pt_79d6ef0f852fdf09,1.363085,103.866725,Hawker Centres,pt_0967f37545e5eeb6,1.332572,103.848053,Child Care Services,3.977444,3_8km
run20260221000458_000485,pt_710943229d1e9c2c,1.327700,103.861236,Child Care Services,pt_7b97feb49857fb94,1.316693,103.838324,Child Care Services,2.825827,1_3km
run20260221000458_000486,pt_816f0bfb3394f716,1.353757,103.950970,Child Care Services,pt_142fb0ecd68845aa,1.347635,103.936696,Child Care Services,1.726613,1_3km
run20260221000458_000487,pt_8fbadfa701edfb63,1.295445,103.828019,Child Care Services,pt_b6901928466f4cc1,1.287843,103.818352,Hawker Centres,1.367263,1_3km
run20260221000458_000488,pt_cf463315a7254219,1.307330,103.847051,Child Care Services,pt_afb18bc83406bb96,1.284887,103.822782,Child Care Services,3.675108,3_8km
run20260221000458_000489,pt_eed2bf88659b0fe6,1.321786,103.810754,Child Care Services,pt_8ec0103d29ae282f,1.301604,103.793237,Child Care Services,2.971210,1_3km
run20260221000458_000490,pt_d9cd64258572aac9,1.304450,103.812223,Child Care Services,pt_ebd32a76c0c11cf3,1.283206,103.806812,Child Care Services,2.437609,1_3km
run20260221000458_000491,pt_0439c45b70dcd787,1.345505,103.953954,Child Care Services,pt_5a1406b0383e6384,1.328306,103.942066,Child Care Services,2.324621,1_3km
run20260221000458_000492,pt_4da123430eeca214,1.448263,103.822764,SportSG Sport Facilities,pt_e3717c9d8988cc54,1.342828,103.964090,Child Care Services,19.602415,8_20km
run20260221000458_000493,pt_8b7cace7d8222300,1.359084,103.886055,Hawker Centres,pt_f5134d7526157282,1.371764,103.847683,Child Care Services,4.492546,3_8km
run20260221000458_000494,pt_b0599b223bc813ca,1.348209,103.726358,Child Care Services,pt_23dfa83c8572d36e,1.344094,103.746409,Child Care Services,2.275435,1_3km
run20260221000458_000495,pt_7a40dcc6ab6d9d4e,1.347186,103.872968,Child Care Services,pt_71c820cc48812505,1.307887,103.832681,Child Care Services,6.257205,3_8km
run20260221000458_000496,pt_bff21d0ed63eb074,1.430762,103.830481,Child Care Services,pt_0a0c8d31383b3ede,1.428839,103.845810,Child Care Services,1.717340,1_3km
run20260221000458_000497,pt_f67db604bb431771,1.384029,103.898105,Child Care Services,pt_9b6ccb13740a8f2f,1.393682,103.900770,Child Care Services,1.113496,1_3km
run20260221000458_000498,pt_cb1471822668fbcd,1.393682,103.908299,Child Care Services,pt_0951ed549207d877,1.419270,103.909060,Child Care Services,2.846513,1_3km
run20260221000458_000499,pt_867b5d529df09d55,1.274863,103.807875,Community Club / PAssion WaVe Outlet,pt_16adf3fba742256e,1.294545,103.808751,Child Care Services,2.190704,1_3km
run20260221000458_000500,pt_2e68697793271db8,1.373922,103.855621,Child Care Services,pt_49c02faeb4c9f347,1.394298,103.905848,Child Care Services,6.025555,3_8km
run20260221000458_000501,pt_6e4d80aa9deaac38,1.299294,103.787404,Child Care Services,pt_c62bcc1912987af5,1.298372,103.809602,Child Care Services,2.469800,1_3km
run20260221000458_000502,pt_6e0d5d48b6be5d5b,1.336597,103.695378,Child Care Services,pt_d8b5640df50094b4,1.311907,103.759128,Hawker Centres,7.599982,3_8km
run20260221000458_000503,pt_b07eddd05d79604e,1.437031,103.825927,Child Care Services,pt_5459fb2cdb1015fa,1.439233,103.788700,Child Care Services,4.145387,3_8km
run20260221000458_000504,pt_947674fc81d5839f,1.340280,103.707599,Child Care Services,pt_0b7c6b44ccca40d4,1.334935,103.850205,Community Club / PAssion WaVe Outlet,15.863880,8_20km
run20260221000458_000505,pt_667bcd8e0f7f6fcf,1.371185,103.884255,Child Care Services,pt_f3d763075275f39b,1.348321,103.880803,Child Care Services,2.571158,1_3km
run20260221000458_000506,pt_fc9f480ab10bd52e,1.304457,103.909603,Community Club / PAssion WaVe Outlet,pt_59a9f213723c537d,1.324275,103.892702,Child Care Services,2.895868,1_3km
run20260221000458_000507,pt_57f63c60948f527e,1.397720,103.906320,Child Care Services,pt_2bb6520c3cfb9e5e,1.331488,103.932465,Child Care Services,7.917400,3_8km
run20260221000458_000508,pt_b17cd2281b88a16c,1.332922,103.904290,Child Care Services,pt_385c7e9ad88e418c,1.332426,103.913396,Community Club / PAssion WaVe Outlet,1.013768,1_3km
run20260221000458_000509,pt_2e68697793271db8,1.373922,103.855621,Child Care Services,pt_467965ab95bc1205,1.362111,103.850766,Child Care Services,1.419891,1_3km
run20260221000458_000510,pt_a66d39080dc53e34,1.322612,103.920876,Child Care Services,pt_309d72ca3881b35a,1.360620,103.890411,Child Care Services,5.415793,3_8km
run20260221000458_000511,pt_fe29234bce4f9258,1.285504,103.821823,Hawker Centres,pt_bece622efb5141f5,1.340261,103.854396,Hawker Centres,7.084061,3_8km
run20260221000458_000512,pt_95c6ed95c6eaef36,1.301887,103.905996,Child Care Services,pt_670187386aba6d21,1.284859,103.842579,Hawker Centres,7.299690,3_8km
